,age,income,credit_score,existing_loans,employed,default,loan_amount,loan_tenure_months
2880,25,30926,855,3,1,0,185556,18
2881,25,26062,625,1,1,1,182434,12
2882,34,49603,789,5,1,0,347221,12
2883,47,28330,679,2,0,1,81778,12
2884,25,22596,712,0,1,0,135576,24
2885,36,67449,753,2,1,0,404694,24
2886,35,23627,661,3,0,0,110022,36
2887,58,105322,615,4,1,0,631932,12
2888,37,73512,628,3,1,0,441072,24
2889,46,178433,531,1,1,0,1070598,36
2890,43,78738,748,0,1,0,472428,12
2891,25,26483,746,1,1,0,185381,18
2892,51,151831,826,2,1,0,1062817,36
2893,44,26556,733,1,0,1,89231,24
2894,48,101048,752,1,1,0,808384,36
2895,70,71320,693,2,1,0,285280,24
2896,25,20879,737,2,1,0,167032,18
2897,62,86505,787,3,1,1,519030,36
2898,38,78197,714,3,1,0,469182,12
2899,45,26381,658,5,0,1,109240,12
2900,41,65737,682,1,1,0,460159,30
2901,36,69219,760,0,1,0,484533,30
2902,35,45614,660,0,1,0,273684,24
2903,45,84223,771,2,1,0,505338,24
2904,25,21592,852,3,1,0,172736,24
2905,51,168889,772,4,1,0,1182223,36
2906,37,80674,759,3,1,0,564718,30
2907,28,23417,727,3,1,0,163919,24
2908,36,82454,637,3,1,1,412270,18
2909,57,118401,630,3,1,0,828807,18
2910,35,56011,629,1,1,0,336066,12
2911,46,101457,744,4,1,0,710199,36
2912,33,54573,668,1,1,0,327438,18
2913,51,147514,697,0,1,0,885084,24
2914,50,177024,733,5,1,1,1239168,12
2915,64,72368,632,1,1,1,361840,12
2916,39,71099,659,4,1,0,426594,36
2917,50,146983,725,3,1,0,1028881,24
2918,43,81412,676,5,1,0,488472,18
2919,57,109320,684,3,1,1,546600,18
2920,33,61856,617,5,1,1,309280,30
2921,50,152647,685,4,1,0,915882,12
2922,39,27819,832,3,0,1,96265,30
2923,41,80260,664,1,1,0,561820,24
2924,43,65676,608,1,1,0,328380,18
2925,45,65007,776,4,1,0,390042,18
2926,40,80812,741,2,1,0,565684,36
2927,44,76313,717,2,1,0,610504,36
2928,60,70550,594,3,1,0,282200,30
2929,53,29755,605,2,0,1,91245,30
2930,52,171488,577,1,1,0,1200416,30
2931,36,72268,734,2,1,0,433608,24
2932,31,51192,781,3,1,0,409536,24
2933,53,117895,737,3,1,0,825265,12
2934,52,112006,855,2,1,0,784042,30
2935,59,108099,664,1,1,0,540495,30
2936,34,55805,674,2,1,0,390635,30
2937,39,84191,708,3,1,0,505146,12
2938,25,12597,681,3,0,1,53567,36
2939,37,69478,739,3,1,0,486346,24
2940,53,113719,648,4,1,0,568595,12
2941,36,67589,588,2,1,0,405534,12
2942,49,175957,556,3,1,0,1231699,30
2943,39,66934,738,0,1,0,535472,18
2944,45,66608,657,2,1,0,333040,12
2945,28,10411,606,2,0,0,79411,18
2946,43,67120,650,3,1,0,335600,36
2947,25,29339,856,1,1,0,176034,12
2948,39,65143,611,1,1,0,325715,24
2949,25,24944,758,1,1,0,174608,24
2950,56,101688,733,4,1,0,610128,24
2951,51,153146,807,2,1,0,1072022,36
2952,47,116685,690,2,1,0,583425,30
2953,60,13918,575,3,0,0,83081,12
2954,30,37152,779,0,1,0,260064,12
2955,62,71422,680,3,1,1,285688,18
2956,53,116837,801,2,1,0,701022,24
2957,39,74809,765,1,1,0,448854,24
2958,55,149502,779,3,1,0,1046514,30
2959,28,29957,889,2,1,0,239656,18
2960,32,58550,722,2,1,0,409850,30
2961,34,24879,815,1,0,1,80935,18
2962,35,62686,667,1,1,0,438802,12
2963,29,35786,743,1,1,0,214716,36
2964,56,20399,659,2,0,1,99931,30
2965,38,65026,738,1,1,0,520208,24
2966,46,165837,729,4,1,0,995022,18
2967,35,62954,535,3,1,0,377724,36
2968,25,28401,651,0,1,0,198807,30
2969,45,66129,718,3,1,1,396774,24
2970,25,11332,519,1,0,1,40962,24
2971,41,65456,692,2,1,1,392736,24
2972,25,31577,780,1,1,0,221039,12
2973,65,74193,804,4,1,0,445158,36
2974,52,151690,637,0,1,0,758450,18
2975,43,66581,809,2,1,0,466067,30
2976,57,103724,796,1,1,0,829792,12
2977,31,53837,528,1,1,0,323022,24
2978,48,113837,709,1,1,0,910696,36
2979,44,69126,718,0,1,0,553008,24
2980,45,68870,821,3,1,0,482090,18
2981,57,105051,722,1,1,1,840408,12
2982,50,152941,811,2,1,0,917646,12
2983,45,80664,637,2,1,1,403320,30
2984,25,12408,572,2,0,0,55493,24
2985,30,39773,648,1,1,0,278411,12
2986,40,80296,826,1,1,0,562072,36
2987,43,68412,774,3,1,0,478884,36
2988,28,30111,885,2,1,0,240888,18
2989,70,90492,584,4,1,1,361968,12
2990,60,97423,783,3,1,0,487115,12
2991,49,29273,760,0,0,0,86692,12
2992,42,76014,677,1,1,1,456084,12
2993,39,68535,762,3,1,0,411210,18
2994,30,36595,711,2,1,0,256165,18
2995,42,69565,736,1,1,0,556520,12
2996,45,69335,754,5,1,0,485345,36
2997,27,13564,778,1,0,0,73238,24
2998,46,116996,706,4,1,0,818972,24
2999,40,69429,842,3,1,0,486003,24
3000,25,26362,682,3,1,0,158172,24
3001,31,54862,850,2,1,0,384034,24
3002,37,69837,609,4,1,0,349185,12
3003,64,73074,621,5,1,1,365370,12
3004,48,28970,625,0,0,0,113543,36
3005,25,29989,776,1,1,0,239912,18
3006,47,29958,635,1,0,1,123294,24
3007,25,24127,819,3,1,0,144762,24
3008,54,29739,657,1,0,0,121608,30
3009,36,27710,731,3,0,1,62213,24
3010,40,68248,751,1,1,0,477736,18
3011,57,115788,618,3,1,1,810516,36
3012,26,11069,588,3,0,0,85328,30
3013,25,28699,722,2,1,0,229592,36
3014,34,60460,677,1,1,1,423220,30
3015,54,146373,739,0,1,0,1024611,12
3016,25,34718,592,1,1,0,208308,30
3017,25,27459,671,1,1,0,137295,24
3018,36,67386,685,5,1,1,336930,36
3019,48,106554,505,2,1,1,639324,18
3020,56,134206,779,1,1,0,939442,30
3021,36,70684,639,2,1,0,353420,30
3022,37,26234,819,4,0,0,78564,30
3023,55,167588,644,4,1,0,837940,18
3024,25,30925,658,0,1,0,216475,36
3025,37,84487,600,0,1,0,422435,12
3026,44,74070,791,2,1,0,518490,24
3027,47,29327,736,2,0,0,96783,36
3028,35,53233,812,2,1,0,425864,12
3029,42,66111,683,0,1,0,330555,24
3030,25,25615,696,2,1,0,179305,36
3031,34,17400,565,2,0,1,81605,30
3032,47,112421,650,2,1,0,562105,36
3033,30,36333,713,1,1,0,254331,18
3034,42,84178,730,1,1,0,505068,12
3035,47,112364,845,3,1,0,674184,18
3036,37,72752,551,1,1,0,363760,30
3037,44,68821,718,3,1,0,550568,36
3038,30,37999,669,2,1,0,265993,24
3039,39,82907,706,3,1,0,663256,30
3040,49,179709,708,1,1,0,1437672,30
3041,43,66434,684,1,1,0,465038,24
3042,34,48571,609,2,1,0,339997,12
3043,44,69895,594,1,1,0,489265,24
3044,50,140128,678,1,1,0,980896,30
3045,25,15691,586,3,0,0,70139,12
3046,55,115361,690,2,1,0,807527,30
3047,37,67773,679,2,1,0,474411,30
3048,47,153655,503,1,1,0,921930,36
3049,56,20165,854,5,0,1,94236,12
3050,25,25131,706,1,1,1,175917,36
3051,33,49351,505,1,1,1,246755,30
3052,38,65876,719,5,1,0,461132,12
3053,32,55883,683,0,1,0,391181,24
3054,62,99832,594,5,1,0,399328,18
3055,31,54101,724,0,1,0,432808,30
3056,35,59909,624,1,1,0,359454,24
3057,44,68816,715,3,1,1,481712,18
3058,27,31080,643,1,1,0,155400,18
3059,37,67698,627,2,1,0,406188,24
3060,45,78381,698,3,1,0,548667,12
3061,38,27605,570,1,0,0,68671,18
3062,40,69152,693,2,1,0,345760,36
3063,35,45328,752,1,1,0,317296,36
3064,25,22174,801,4,1,0,155218,36
3065,45,65183,787,4,1,0,456281,36
3066,63,95862,808,2,1,0,575172,30
3067,42,79038,663,1,1,0,395190,24
3068,44,27584,618,2,0,1,94763,36
3069,50,102075,765,1,1,0,816600,18
3070,26,23573,658,2,1,1,165011,18
3071,62,70376,700,0,1,0,351880,36
3072,44,66290,759,5,1,1,530320,18
3073,61,90155,861,0,1,0,450775,12
3074,33,50174,742,5,1,0,351218,30
3075,63,71943,716,1,1,0,359715,18
3076,51,29924,610,1,0,0,89622,24
3077,48,159870,793,2,1,1,1119090,24
3078,44,84641,732,4,1,0,592487,18
3079,39,26193,672,0,0,0,118092,30
3080,56,126136,663,1,1,0,882952,18
3081,43,66035,667,1,1,0,330175,12
3082,25,26047,703,2,1,0,156282,18
3083,28,32858,583,2,1,0,197148,12
3084,39,73087,797,4,1,0,511609,30
3085,45,67238,782,0,1,0,537904,24
3086,41,26695,686,1,0,0,102442,30
3087,56,110237,667,3,1,0,551185,12
3088,25,30571,698,1,1,1,152855,36
3089,43,84728,711,2,1,0,508368,18
3090,25,27358,675,2,1,0,164148,18
3091,51,108628,779,1,1,0,869024,36
3092,40,69265,586,3,1,0,346325,12
3093,47,160870,643,1,1,1,965220,12
3094,31,49826,762,1,1,0,348782,12
3095,57,106183,725,1,1,0,637098,24
3096,54,117162,645,1,1,0,820134,24
3097,49,108355,732,4,1,1,758485,30
3098,40,70814,636,1,1,1,424884,12
3099,48,107184,675,3,1,0,643104,12
3100,33,57650,783,3,1,0,403550,18
3101,52,177874,774,1,1,0,1245118,30
3102,61,89476,723,3,1,0,447380,18
3103,54,145558,615,1,1,1,1018906,30
3104,33,57012,669,4,1,0,342072,18
3105,46,174167,707,1,1,0,1045002,12
3106,26,29678,816,1,1,0,207746,24
3107,48,158840,557,1,1,1,1111880,12
3108,47,157337,630,1,1,0,786685,36
3109,25,27070,790,4,1,0,216560,18
3110,28,25495,808,4,1,0,152970,36
3111,38,84283,694,2,1,0,421415,18
3112,38,67786,823,3,1,0,406716,24
3113,27,26671,641,0,1,0,186697,24
3114,46,157374,579,2,1,1,1101618,30
3115,45,67500,763,1,1,0,540000,24
3116,39,77516,803,5,1,0,465096,18
3117,32,56420,802,1,1,0,394940,18
3118,54,114109,630,2,1,0,798763,36
3119,61,73405,715,0,1,0,440430,12
3120,36,26130,767,1,0,1,65362,24
3121,34,45457,724,1,1,0,318199,24
3122,47,144099,815,1,1,0,1152792,18
3123,37,67905,667,3,1,0,475335,36
3124,40,78878,694,2,1,0,394390,12
3125,50,174168,718,3,1,0,1393344,36
3126,25,12599,766,1,0,1,42468,30
3127,57,109561,684,0,1,0,766927,30
3128,42,68895,774,0,1,0,482265,24
3129,37,69745,828,1,1,0,557960,36
3130,40,79074,658,0,1,0,474444,18
3131,41,68334,686,0,1,0,341670,36
3132,25,32835,777,1,1,0,262680,30
3133,59,139912,854,4,1,0,1119296,24
3134,42,27471,750,3,0,0,95970,18
3135,47,29373,637,4,0,0,122724,18
3136,53,110844,715,2,1,0,775908,24
3137,29,36743,776,3,1,0,220458,36
3138,47,152292,634,1,1,0,1066044,24
3139,38,27895,613,1,0,0,115824,36
3140,52,155598,672,2,1,0,777990,30
3141,25,25762,752,2,1,0,180334,36
3142,40,68132,590,2,1,0,340660,24
3143,34,18031,644,4,0,0,112219,24
3144,47,117663,721,4,1,0,941304,18
3145,47,29950,787,4,0,1,145567,30
3146,33,59897,723,0,1,0,359382,36
3147,33,52418,729,2,1,0,419344,36
3148,40,67968,780,2,1,0,475776,30
3149,31,55122,827,3,1,0,440976,24
3150,52,109978,818,2,1,0,879824,24
3151,37,68040,536,3,1,0,340200,18
3152,25,21746,707,4,1,0,152222,24
3153,37,65630,773,2,1,0,459410,18
3154,29,39492,835,1,1,0,315936,30
3155,25,28341,751,1,1,0,170046,36
3156,27,34540,631,1,1,0,241780,24
3157,43,81741,641,2,1,1,490446,30
3158,57,106240,644,4,1,0,743680,36
3159,45,69321,724,3,1,0,554568,18
3160,34,62575,661,3,1,0,375450,30
3161,47,119754,456,3,1,1,598770,36
3162,36,67632,605,5,1,0,338160,36
3163,33,46709,664,1,1,1,326963,36
3164,28,13600,591,1,0,0,78111,24
3165,25,26714,602,3,1,0,186998,12
3166,37,65145,864,4,1,0,456015,12
3167,43,66466,699,2,1,0,465262,30
3168,40,71729,669,1,1,1,430374,36
3169,37,71759,753,5,1,0,574072,24
3170,30,12754,791,1,0,1,107065,30
3171,49,29533,879,3,0,0,114469,18
3172,26,34573,836,2,1,0,207438,30
3173,51,154617,734,1,1,0,927702,30
3174,29,36371,577,2,1,0,218226,30
3175,32,62923,619,2,1,0,314615,36
3176,25,30068,667,2,1,0,210476,18
3177,35,17976,740,0,0,0,76938,12
3178,53,29638,707,2,0,1,89542,30
3179,48,157011,582,1,1,0,942066,12
3180,53,29755,567,2,0,1,106062,24
3181,48,161942,720,2,1,0,971652,18
3182,28,16878,709,0,0,0,68382,24
3183,38,26630,683,1,0,0,71918,18
3184,32,49711,738,1,1,0,397688,12
3185,57,136218,799,1,1,0,817308,36
3186,27,23458,724,1,1,0,164206,18
3187,52,114845,624,1,1,0,574225,18
3188,52,168856,853,3,1,0,1181992,18
3189,63,74926,685,2,1,1,299704,24
3190,37,72451,703,2,1,0,434706,18
3191,50,101039,647,2,1,1,505195,30
3192,69,13421,614,1,0,0,67582,12
3193,34,55549,620,1,1,0,333294,24
3194,25,29655,602,0,1,0,177930,30
3195,25,23130,459,4,1,1,115650,36
3196,50,145240,687,4,1,0,1016680,30
3197,25,27795,788,1,1,0,222360,12
3198,37,69197,621,1,1,0,484379,18
3199,47,160656,900,2,1,0,1285248,24
3200,44,72268,810,1,1,0,433608,12
3201,47,106677,698,1,1,0,640062,24
3202,44,26963,611,2,0,0,101486,12
3203,57,20847,572,2,0,0,80034,36
3204,30,35855,690,1,1,0,215130,12
3205,33,58617,705,2,1,0,351702,24
3206,32,50591,683,3,1,1,303546,18
3207,51,108755,785,3,1,0,870040,36
3208,52,114021,819,5,1,0,798147,12
3209,47,107625,737,1,1,0,645750,30
3210,56,109607,742,4,1,0,876856,12
3211,27,25750,674,2,1,0,128750,36
3212,62,74786,699,2,1,0,373930,24
3213,60,14111,732,0,0,0,79944,24
3214,50,162733,674,2,1,0,1139131,36
3215,63,74163,752,3,1,0,444978,24
3216,25,31356,615,1,1,0,188136,36
3217,35,20539,641,0,0,0,82516,18
3218,33,52846,616,1,1,0,369922,18
3219,50,142473,646,0,1,0,712365,12
3220,29,33173,677,0,1,0,232211,12
3221,51,177458,782,0,1,0,1242206,18
3222,58,122469,703,2,1,1,734814,12
3223,50,100166,597,2,1,0,600996,18
3224,45,66059,587,0,1,0,330295,24
3225,30,36483,666,0,1,0,182415,24
3226,31,60059,766,3,1,0,360354,30
3227,56,106306,812,3,1,0,850448,12
3228,51,113034,572,2,1,1,678204,36
3229,41,68894,729,1,1,1,551152,24
3230,36,73119,667,3,1,0,511833,18
3231,25,11354,674,3,0,1,63647,12
3232,29,39647,614,0,1,0,198235,36
3233,64,84275,682,3,1,0,337100,30
3234,26,22241,611,2,1,0,133446,12
3235,44,69969,678,3,1,1,349845,36
3236,54,29516,791,1,0,1,117531,18
3237,26,34615,750,1,1,0,276920,30
3238,44,68792,853,2,1,1,550336,24
3239,53,153512,742,4,1,0,1228096,18
3240,42,68583,713,1,1,0,480081,36
3241,70,73591,744,0,1,0,441546,24
3242,25,25944,637,2,1,1,129720,24
3243,54,161670,533,2,1,1,970020,36
3244,39,68596,763,3,1,1,548768,18
3245,51,116488,556,4,1,0,815416,12
3246,47,108286,789,2,1,0,758002,30
3247,33,50127,760,1,1,0,300762,12
3248,44,73876,632,3,1,0,517132,24
3249,25,21579,665,2,1,0,129474,18
3250,49,175529,699,1,1,0,1228703,18
3251,45,69044,626,3,1,0,483308,30
3252,49,119725,743,0,1,0,838075,18
3253,54,164712,750,3,1,0,1152984,18
3254,46,106683,584,4,1,0,640098,24
3255,43,65132,634,4,1,0,325660,12
3256,31,55072,697,2,1,0,385504,18
3257,33,53157,791,5,1,1,318942,24
3258,56,107399,752,0,1,0,751793,18
3259,59,115806,513,4,1,1,694836,12
3260,39,68417,676,1,1,0,410502,12
3261,42,71439,737,1,1,0,428634,18
3262,31,48496,636,0,1,0,242480,12
3263,56,102539,629,1,1,1,615234,12
3264,49,152646,640,1,1,0,915876,30
3265,65,97567,675,3,1,0,390268,12
3266,31,50487,621,3,1,0,302922,12
3267,37,65272,752,3,1,0,522176,18
3268,44,67417,631,0,1,0,471919,24
3269,49,152747,617,2,1,0,1069229,24
3270,39,68210,668,0,1,0,341050,18
3271,31,45830,818,2,1,0,274980,12
3272,52,29231,742,1,0,1,107011,24
3273,50,153839,747,1,1,0,1230712,12
3274,31,58573,722,2,1,0,410011,24
3275,58,106740,624,3,1,0,533700,36
3276,56,102090,648,3,1,0,510450,12
3277,43,27676,635,3,0,1,102610,12
3278,42,68459,787,2,1,0,410754,36
3279,48,114334,723,4,1,0,800338,36
3280,31,19441,566,3,0,0,92530,24
3281,42,67810,816,4,1,0,542480,24
3282,25,24587,673,3,1,0,122935,30
3283,52,104790,752,4,1,0,628740,18
3284,25,16468,784,3,0,0,64284,36
3285,60,12210,495,2,0,1,58190,18
3286,38,73126,736,2,1,0,585008,36
3287,39,68564,679,2,1,0,479948,12
3288,34,56256,506,4,1,1,281280,12
3289,38,68687,609,0,1,0,343435,18
3290,59,108234,663,3,1,0,649404,12
3291,25,21515,767,3,1,0,150605,30
3292,57,101984,685,1,1,0,713888,18
3293,46,156883,711,5,1,1,941298,30
3294,27,22552,671,1,1,0,157864,12
3295,29,37607,787,1,1,1,300856,18
3296,62,9288,741,3,0,1,97701,36
3297,30,38792,713,3,1,0,310336,24
3298,28,33127,608,5,1,1,198762,30
3299,55,147500,709,2,1,0,1032500,12
3300,46,100557,900,3,1,0,603342,36
3301,30,37996,763,2,1,0,303968,18
3302,44,68641,640,3,1,1,480487,18
3303,29,34403,848,3,1,0,206418,30
3304,55,117638,637,4,1,0,588190,18
3305,54,110334,757,2,1,0,662004,30
3306,48,110432,696,2,1,0,662592,24
3307,46,110734,714,5,1,0,885872,24
3308,63,84705,717,3,1,0,508230,36
3309,41,66638,680,1,1,0,466466,12
3310,27,14635,668,2,0,1,54143,18
3311,47,163168,594,1,1,0,1142176,12
3312,67,80512,609,2,1,0,402560,36
3313,29,35236,726,3,1,0,246652,36
3314,37,67560,645,1,1,0,472920,18
3315,46,111921,627,0,1,0,783447,18
3316,41,71183,900,3,1,0,569464,12
3317,30,34779,899,2,1,0,278232,12
3318,55,171856,746,3,1,0,1031136,24
3319,69,74993,757,0,1,0,374965,18
3320,44,69511,635,2,1,0,417066,30
3321,31,54779,605,0,1,0,328674,12
3322,25,24087,672,1,1,0,168609,36
3323,45,65666,700,2,1,0,525328,24
3324,55,172594,757,2,1,0,1035564,36
3325,47,109311,553,2,1,0,655866,24
3326,41,67712,871,0,1,0,541696,24
3327,34,50552,719,3,1,0,404416,18
3328,28,12227,575,5,0,0,63503,18
3329,52,102983,712,1,1,0,617898,30
3330,52,28844,627,2,0,0,121895,18
3331,25,34930,622,3,1,0,174650,36
3332,61,71496,615,3,1,0,357480,18
3333,48,174838,679,2,1,1,874190,30
3334,58,100772,868,1,1,0,705404,30
3335,25,26526,707,3,1,0,159156,18
3336,25,33660,755,1,1,0,201960,36
3337,40,69455,775,4,1,0,486185,24
3338,48,105205,688,0,1,0,631230,30
3339,63,71697,607,1,1,0,286788,18
3340,50,100322,572,0,1,0,702254,30
3341,39,69149,669,2,1,0,484043,24
3342,29,14778,791,2,0,1,45708,30
3343,56,110080,774,5,1,0,660480,24
3344,30,38637,720,2,1,0,270459,24
3345,61,83489,731,4,1,0,417445,12
3346,38,66642,689,3,1,0,466494,12
3347,61,74510,661,0,1,0,372550,30
3348,50,116020,640,3,1,0,580100,18
3349,40,66993,582,1,1,0,468951,12
3350,35,52369,843,0,1,0,418952,12
3351,37,66035,713,2,1,0,462245,36
3352,47,109214,664,2,1,0,546070,12
3353,42,66724,845,5,1,0,400344,30
3354,34,22854,860,1,0,0,61143,30
3355,40,67129,900,1,1,0,402774,30
3356,42,74217,680,4,1,0,445302,24
3357,25,11933,708,4,0,1,78076,24
3358,47,153343,752,1,1,0,1226744,30
3359,30,36811,832,1,1,0,294488,36
3360,28,27314,704,1,1,1,218512,24
3361,25,14801,621,1,0,1,51463,36
3362,25,34624,639,2,1,0,242368,36
3363,25,30513,794,3,1,0,213591,24
3364,33,15223,749,4,0,0,64419,12
3365,65,72431,686,2,1,0,362155,24
3366,35,50299,680,0,1,0,301794,36
3367,44,76949,686,0,1,0,384745,18
3368,46,167154,799,1,1,0,1170078,24
3369,43,66732,636,2,1,1,467124,18
3370,41,67731,602,1,1,0,474117,18
3371,27,22955,845,2,1,1,183640,24
3372,59,105392,702,3,1,0,632352,24
3373,63,84017,693,1,1,0,336068,18
3374,25,20202,753,2,1,0,121212,12
3375,29,39988,620,3,1,1,199940,30
3376,38,27816,760,0,0,0,105489,24
3377,30,39205,669,2,1,0,196025,36
3378,48,176670,790,2,1,0,1413360,18
3379,33,56920,577,2,1,0,284600,36
3380,67,72126,736,1,1,0,432756,12
3381,56,118984,681,2,1,0,713904,18
3382,44,26953,643,3,0,0,89154,24
3383,54,105736,761,4,1,0,740152,36
3384,55,29765,688,5,0,1,105892,30
3385,35,58782,737,2,1,0,470256,30
3386,32,24745,801,3,0,0,108845,36
3387,42,68077,763,0,1,0,476539,36
3388,52,108887,613,2,1,0,544435,18
3389,43,67286,656,4,1,1,471002,12
3390,25,31623,736,1,1,0,189738,24
3391,32,49146,763,1,1,0,393168,30
3392,41,67183,668,1,1,0,403098,24
3393,41,68315,715,1,1,0,546520,18
3394,65,11733,715,5,0,1,91676,36
3395,25,28552,726,1,1,0,199864,18
3396,48,104891,605,2,1,0,629346,24
3397,59,100212,586,1,1,0,601272,18
3398,69,98434,519,2,1,0,393736,18
3399,37,69148,708,4,1,1,414888,24
3400,47,117940,590,1,1,1,589700,24
3401,48,112735,870,1,1,0,901880,18
3402,44,68510,752,2,1,0,411060,12
3403,40,67959,605,1,1,0,475713,30
3404,47,102818,790,5,1,0,822544,24
3405,25,30095,790,1,1,0,240760,12
3406,50,29670,797,0,0,0,99745,30
3407,43,68323,635,5,1,1,478261,18
3408,39,65161,757,5,1,0,456127,12
3409,66,9475,798,1,0,1,105117,36
3410,33,49249,825,1,1,0,344743,24
3411,37,83870,578,2,1,0,587090,30
3412,65,92035,682,4,1,0,368140,18
3413,32,49240,632,2,1,1,344680,12
3414,35,20155,849,0,0,0,61544,18
3415,40,67334,739,3,1,0,538672,30
3416,52,114955,771,1,1,0,689730,36
3417,44,27848,738,1,0,1,86093,24
3418,26,27455,730,4,1,1,219640,18
3419,35,53189,630,3,1,0,372323,36
3420,34,20757,664,1,0,1,66858,24
3421,41,65334,705,4,1,0,392004,24
3422,47,140349,648,2,1,0,842094,12
3423,47,106770,633,2,1,0,533850,24
3424,25,14231,683,3,0,1,66525,18
3425,54,152808,651,0,1,0,916848,36
3426,45,67957,703,2,1,0,407742,18
3427,58,126438,664,1,1,0,632190,36
3428,47,171877,645,1,1,0,1203139,30
3429,55,100925,625,0,1,0,605550,30
3430,47,28142,700,0,0,0,141463,30
3431,58,110495,771,5,1,0,773465,18
3432,48,28820,752,2,0,0,121893,24
3433,40,67940,577,3,1,0,475580,30
3434,69,72117,768,3,1,0,432702,36
3435,52,153828,751,4,1,0,1076796,12
3436,48,28096,770,3,0,1,113639,30
3437,26,17942,786,3,0,1,51949,18
3438,26,10124,641,1,0,1,85698,36
3439,45,80696,676,3,1,0,484176,18
3440,43,77401,843,1,1,0,464406,36
3441,34,61589,838,0,1,0,492712,12
3442,43,69147,693,1,1,0,345735,30
3443,61,97039,748,1,1,0,485195,30
3444,50,170058,755,1,1,0,1360464,36
3445,28,33346,840,2,1,0,200076,18
3446,40,68534,727,2,1,0,479738,30
3447,32,60007,603,3,1,0,360042,30
3448,37,65630,661,1,1,0,393780,36
3449,37,72235,900,1,1,0,577880,30
3450,36,71014,599,2,1,0,355070,36
3451,26,30514,704,1,1,0,213598,18
3452,40,65707,885,3,1,0,525656,12
3453,35,54628,636,3,1,0,327768,18
3454,25,21582,481,2,1,1,129492,24
3455,66,73163,496,4,1,1,219489,12
3456,55,148594,636,1,1,0,891564,24
3457,37,76053,558,1,1,0,532371,18
3458,42,66523,782,1,1,0,399138,24
3459,27,28068,721,5,1,0,224544,30
3460,62,85214,529,0,1,0,340856,30
3461,64,71392,572,5,1,0,356960,30
3462,43,72213,799,2,1,0,505491,30
3463,54,118095,715,4,1,0,826665,36
3464,44,69981,814,4,1,0,419886,36
3465,25,31672,789,3,1,0,190032,36
3466,37,65139,607,1,1,1,390834,12
3467,43,67630,770,2,1,0,473410,24
3468,36,68634,745,1,1,0,549072,12
3469,39,69954,543,2,1,1,419724,12
3470,40,82346,591,0,1,0,576422,18
3471,41,27702,895,2,0,0,86789,18
3472,42,27642,625,2,0,0,108497,30
3473,29,33999,732,1,1,0,237993,36
3474,33,47959,684,0,1,0,239795,24
3475,26,21000,714,1,1,0,126000,12
3476,53,174447,690,0,1,0,1221129,36
3477,25,11489,777,2,0,0,51641,36
3478,55,29028,775,3,0,0,102675,24
3479,58,109781,709,2,1,0,878248,18
3480,38,76899,627,0,1,0,384495,36
3481,25,21350,654,1,1,0,128100,18
3482,37,68849,573,2,1,0,413094,18
3483,41,79667,673,4,1,0,398335,24
3484,29,35052,558,4,1,0,245364,24
3485,35,53823,717,1,1,0,322938,18
3486,60,73957,723,1,1,1,443742,30
3487,49,153558,780,1,1,0,921348,12
3488,30,37120,602,1,1,1,185600,18
3489,25,20266,607,4,1,1,141862,36
3490,38,76590,821,3,1,0,536130,24
3491,39,27226,590,1,0,1,93708,18
3492,47,143310,864,2,1,0,1146480,30
3493,35,15282,626,4,0,1,80956,30
3494,48,170146,626,1,1,0,1020876,36
3495,65,86277,767,2,1,0,517662,30
3496,51,111077,743,3,1,0,888616,24
3497,41,66693,831,0,1,0,466851,36
3498,39,26180,548,3,0,1,75354,36
3499,37,68276,742,1,1,0,477932,36
3500,56,108788,696,2,1,0,543940,30
3501,34,55289,613,1,1,0,331734,24
3502,42,65391,850,2,1,0,523128,18
3503,42,79887,718,1,1,0,479322,24
3504,35,51918,694,1,1,0,363426,18
3505,25,31926,736,1,1,0,191556,36
3506,45,68439,561,1,1,0,479073,24
3507,41,65578,600,1,1,0,459046,12
3508,48,151229,673,2,1,0,907374,18
3509,35,58643,725,1,1,0,351858,12
3510,56,136996,801,2,1,1,1095968,36
3511,31,17401,629,0,0,0,119247,24
3512,62,70412,610,3,1,1,281648,18
3513,25,21004,740,4,1,1,168032,18
3514,47,107518,689,2,1,0,752626,36
3515,47,112989,546,1,1,0,564945,24
3516,32,60912,626,2,1,0,304560,24
3517,47,29492,685,5,0,1,110871,24
3518,57,123368,687,3,1,0,616840,12
3519,25,25650,707,2,1,0,179550,36
3520,48,160605,595,0,1,0,803025,24
3521,25,22202,689,2,1,0,111010,36
3522,30,35826,775,1,1,0,214956,24
3523,61,73780,468,1,1,0,295120,18
3524,35,50671,677,3,1,0,253355,24
3525,27,27708,567,1,1,0,193956,12
3526,39,26736,697,4,0,0,91975,30
3527,66,99093,579,3,1,1,396372,30
3528,25,33138,710,4,1,0,265104,30
3529,29,38455,830,3,1,1,269185,18
3530,59,111121,621,0,1,0,555605,36
3531,64,70191,633,2,1,0,350955,12
3532,40,68581,662,5,1,1,480067,36
3533,27,14372,725,2,0,1,55907,24
3534,67,13394,618,3,0,0,86240,24
3535,61,71615,669,1,1,1,286460,30
3536,50,105367,646,1,1,1,526835,18
3537,32,62402,662,0,1,0,374412,12
3538,41,65882,726,2,1,0,527056,30
3539,40,67895,744,2,1,0,475265,36
3540,45,79583,581,2,1,0,477498,12
3541,59,128156,726,2,1,0,897092,18
