age,income,credit_score,existing_loans,employed,default,loan_amount,loan_tenure_months
34,47923,646,3,1,0,239615,36
47,171757,608,3,1,1,858785,36
30,37641,539,3,1,0,188205,36
45,67846,691,3,1,0,474922,36
51,29800,601,0,0,0,125047,36
56,117722,600,1,1,0,706332,36
40,84386,782,1,1,0,506316,36
39,69682,562,0,1,0,418092,36
31,20988,708,2,0,0,97179,36
32,58273,693,3,1,0,291365,36
39,65055,707,1,1,0,520440,36
46,173923,810,2,1,0,1043538,36
52,146923,633,0,1,0,1028461,36
32,56996,810,3,1,0,455968,36
59,103800,559,2,1,0,519000,36
38,27370,752,1,0,0,77373,36
41,68744,818,3,1,0,549952,36
33,45898,375,1,1,0,214932,36
25,21874,697,2,1,0,153118,36
52,105848,690,2,1,0,740936,36
50,29505,705,1,0,1,82637,36
38,67886,836,3,1,0,543088,36
42,78969,638,0,1,0,473814,36
48,108845,605,2,1,0,653070,36
25,23293,706,2,1,0,186344,36
35,54235,789,3,1,0,433880,36
51,112750,744,1,1,0,902000,36
26,30879,702,2,1,0,185274,36
45,27480,681,1,0,1,94038,36
25,12436,539,1,0,0,65062,36
47,116953,746,2,1,1,818671,36
41,66560,756,3,1,0,465920,36
25,23352,644,1,1,0,140112,36
55,162948,662,1,1,0,1140636,36
33,48438,616,5,1,0,242190,36
32,59676,769,2,1,0,358056,36
44,27604,670,2,0,0,96140,36
55,156453,688,1,1,0,782265,36
29,38739,750,2,1,0,271173,36
42,67548,726,2,1,0,472836,36
47,179343,745,1,1,0,1076058,36
50,102058,713,3,1,0,714406,36
44,27637,715,1,0,1,130537,36
37,76390,715,3,1,0,534730,36
32,19050,736,1,0,1,108539,36
43,68076,740,2,1,0,476532,36
29,34872,602,0,1,0,174360,36
25,31165,652,2,1,1,186990,36
47,102174,683,4,1,0,715218,36
52,117698,736,0,1,0,706188,36
25,22945,827,1,1,0,137670,36
29,12142,634,3,0,1,76712,36
49,177126,770,1,1,0,1062756,36
66,95985,654,4,1,1,383940,36
42,27238,809,0,0,0,96375,36
33,51154,852,2,1,0,358078,36
39,74731,560,2,1,0,523117,36
58,21092,673,1,0,0,89879,36
34,19750,511,1,0,1,71039,36
32,48802,564,4,1,0,244010,36
36,66901,569,3,1,0,468307,36
30,11057,749,4,0,1,72421,36
43,67197,734,1,1,1,470379,36
61,98842,764,3,1,0,593052,36
45,65439,748,2,1,0,458073,36
38,68900,738,1,1,0,482300,36
38,66362,708,2,1,0,530896,36
25,21292,689,0,1,0,106460,36
52,107494,781,2,1,0,644964,36
41,26532,700,3,0,0,127432,36
39,81835,742,2,1,0,572845,36
70,72459,513,3,1,1,217377,36
45,67629,605,0,1,0,338145,36
32,50793,778,3,1,0,304758,36
36,68284,646,2,1,1,477988,36
55,179862,588,2,1,0,1259034,36
43,27809,751,3,0,1,129985,36
25,10985,700,1,0,1,53282,36
53,105302,667,5,1,0,737114,36
33,47142,820,0,1,0,282852,36
64,70081,806,2,1,0,420486,36
54,141775,684,2,1,1,708875,36
36,26708,757,1,0,0,61593,36
57,137172,520,1,1,0,823032,36
42,80137,787,1,1,0,641096,36
52,167142,613,3,1,0,835710,36
47,113205,583,0,1,0,679230,36
31,54793,557,5,1,0,328758,36
34,23722,550,0,0,0,91877,36
54,148387,786,2,1,0,1038709,36
37,69548,750,1,1,0,486836,36
37,69842,638,0,1,0,419052,36
30,36016,768,3,1,0,288128,36
47,101522,652,1,1,1,609132,36
66,10870,725,1,0,1,88452,36
29,35714,661,2,1,0,249998,36
42,67717,690,2,1,0,474019,36
58,102671,627,1,1,0,513355,36
41,69660,639,2,1,1,487620,36
47,116761,743,3,1,0,934088,36
29,34348,756,0,1,0,274784,36
47,115425,666,2,1,0,692550,36
39,83449,577,2,1,0,417245,36
53,172390,897,1,1,0,1034340,36
56,104063,702,1,1,0,624378,36
70,71937,724,1,1,0,359685,36
48,100076,599,2,1,0,600456,36
45,69477,797,3,1,0,486339,36
44,84410,809,0,1,0,590870,36
37,27731,563,2,0,1,95474,36
46,110981,691,4,1,0,665886,36
38,67282,685,0,1,0,336410,36
44,66339,891,2,1,0,464373,36
57,112060,815,3,1,0,896480,36
29,35861,583,2,1,0,179305,36
55,111875,641,5,1,0,559375,36
57,106895,628,1,1,0,641370,36
40,66727,729,4,1,0,400362,36
25,13026,825,5,0,1,62206,36
34,49718,708,4,1,0,348026,36
57,123967,740,2,1,0,991736,36
41,26601,646,2,0,0,104461,36
30,39190,739,1,1,0,313520,36
35,23156,662,0,0,0,87492,36
52,153113,568,3,1,0,765565,36
48,157869,734,2,1,0,1262952,36
39,79885,699,2,1,0,479310,36
37,68254,612,2,1,0,409524,36
37,68336,831,2,1,0,410016,36
30,34151,638,0,1,0,204906,36
61,72235,748,0,1,0,361175,36
38,69028,670,1,1,0,345140,36
56,21719,823,1,0,1,80179,36
60,70920,680,5,1,0,283680,36
53,113770,566,0,1,0,682620,36
36,67989,764,3,1,0,543912,36
46,113114,823,2,1,0,791798,36
41,27970,665,2,0,0,82659,36
31,48917,754,0,1,0,391336,36
45,73793,710,2,1,1,590344,36
27,25146,669,3,1,1,176022,36
56,106471,767,2,1,0,745297,36
36,78016,635,1,1,0,390080,36
44,67697,702,2,1,1,406182,36
45,65399,720,5,1,0,392394,36
38,74652,717,0,1,0,597216,36
49,28583,637,5,0,1,124078,36
36,68759,864,4,1,0,412554,36
52,114368,800,1,1,0,914944,36
25,15190,779,0,0,0,55922,36
43,26117,814,2,0,1,95774,36
65,73811,705,1,1,0,369055,36
29,36703,670,0,1,0,256921,36
33,53680,612,1,1,0,322080,36
48,140080,643,5,1,0,980560,36
44,68051,618,1,1,0,340255,36
46,154176,657,1,1,1,925056,36
47,109357,722,3,1,1,765499,36
49,172779,773,3,1,0,1209453,36
55,110957,770,0,1,0,776699,36
46,112808,606,1,1,0,564040,36
39,68399,755,0,1,0,410394,36
50,173906,791,0,1,0,1043436,36
64,70334,679,3,1,0,281336,36
40,82622,795,3,1,0,660976,36
30,36707,770,1,1,0,293656,36
55,115104,598,1,1,0,805728,36
40,27065,875,3,0,0,108980,36
25,30034,642,3,1,0,180204,36
52,148714,776,2,1,0,892284,36
35,48750,773,3,1,0,292500,36
40,71593,602,1,1,0,357965,36
45,67716,714,2,1,0,541728,36
44,65952,772,4,1,1,395712,36
50,155627,601,0,1,0,778135,36
36,26146,707,2,0,1,82817,36
48,170546,779,2,1,0,1193822,36
38,79026,784,4,1,0,474156,36
50,147093,668,2,1,0,882558,36
49,29829,823,4,0,0,121601,36
30,36606,804,2,1,0,256242,36
55,156616,719,1,1,0,939696,36
35,56486,647,1,1,0,338916,36
51,142240,606,0,1,0,995680,36
46,170991,730,1,1,0,1367928,36
64,73277,817,4,1,0,366385,36
39,67137,688,2,1,0,469959,36
37,77200,631,0,1,0,463200,36
41,75943,765,2,1,0,455658,36
38,26542,713,3,0,1,60233,36
51,157360,741,2,1,1,1101520,36
25,24602,657,1,1,0,123010,36
29,37267,670,3,1,0,186335,36
29,35004,657,3,1,0,245028,36
53,151082,739,3,1,0,906492,36
62,74570,672,1,1,0,298280,36
40,80628,747,2,1,1,645024,36
39,79271,650,1,1,0,475626,36
42,67801,739,0,1,0,406806,36
55,164380,756,0,1,0,1315040,36
30,37921,726,3,1,0,265447,36
44,83475,773,4,1,0,667800,36
53,118282,661,4,1,0,827974,36
48,115491,755,2,1,0,808437,36
44,78077,718,1,1,0,624616,36
54,161340,635,2,1,0,1129380,36
25,33530,547,2,1,0,167650,36
50,160186,564,0,1,0,1121302,36
34,45726,523,3,1,1,274356,36
25,33125,734,1,1,0,265000,36
48,168214,674,1,1,0,1177498,36
58,118472,706,1,1,0,947776,36
40,67336,685,2,1,0,471352,36
53,140225,746,2,1,0,1121800,36
61,70171,748,2,1,0,421026,36
57,107601,703,2,1,0,645606,36
61,89375,708,1,1,0,446875,36
50,112656,711,3,1,0,675936,36
42,69569,811,2,1,0,486983,36
25,32051,539,0,1,0,160255,36
39,68872,646,0,1,0,482104,36
31,16561,769,3,0,1,84247,36
68,73533,788,1,1,0,367665,36
39,65222,734,2,1,1,456554,36
43,65172,685,2,1,0,325860,36
48,114184,848,1,1,0,799288,36
42,27624,714,3,0,1,125915,36
62,80808,702,1,1,0,404040,36
34,62063,806,2,1,0,496504,36
44,73873,738,5,1,0,590984,36
33,49983,775,3,1,0,349881,36
26,15872,784,4,0,0,60481,36
34,53418,670,4,1,0,320508,36
41,67336,841,1,1,0,471352,36
36,67652,503,0,1,0,405912,36
33,18663,541,2,0,1,81430,36
25,33762,645,2,1,1,236334,36
41,66205,666,0,1,0,463435,36
25,33837,729,3,1,1,203022,36
51,28556,644,2,0,1,84215,36
42,69939,699,2,1,0,489573,36
25,33624,683,2,1,0,168120,36
38,26923,860,2,0,1,92295,36
32,47004,635,1,1,0,235020,36
45,65507,565,2,1,0,393042,36
58,109344,789,1,1,0,765408,36
25,12630,642,1,0,1,61458,36
43,68978,692,0,1,0,482846,36
40,65537,648,5,1,1,327685,36
50,112075,758,2,1,0,784525,36
44,68396,590,4,1,0,478772,36
32,19588,476,1,0,1,98025,36
38,26288,803,2,0,0,82064,36
32,46756,719,3,1,0,280536,36
54,150515,785,2,1,0,903090,36
42,67382,800,1,1,0,404292,36
64,73455,626,4,1,0,367275,36
41,74358,704,1,1,0,520506,36
33,48596,740,1,1,0,388768,36
25,31883,691,3,1,0,223181,36
25,30919,675,1,1,0,185514,36
25,25703,682,2,1,0,179921,36
45,69732,786,2,1,0,488124,36
48,171048,679,0,1,0,1026288,36
25,29438,748,4,1,0,176628,36
52,141791,727,1,1,0,1134328,36
36,69898,622,1,1,0,489286,36
43,27660,724,1,0,1,135314,36
61,72402,576,2,1,1,362010,36
52,115395,732,3,1,0,807765,36
38,76091,771,1,1,0,456546,36
31,56711,789,1,1,0,340266,36
25,23705,623,1,1,1,165935,36
33,47269,657,1,1,0,330883,36
39,69340,722,1,1,0,554720,36
30,36283,661,5,1,1,253981,36
40,69758,545,1,1,0,348790,36
42,26260,656,4,0,1,98796,36
39,67497,722,3,1,1,539976,36
34,57615,785,3,1,0,345690,36
44,69783,835,2,1,0,558264,36
47,179960,709,1,1,0,1259720,36
28,29085,745,1,1,1,203595,36
58,104195,776,2,1,1,625170,36
40,67143,535,3,1,0,402858,36
42,27505,618,0,0,0,87332,36
50,173765,708,0,1,0,1390120,36
44,65279,824,3,1,0,391674,36
53,112452,750,3,1,0,899616,36
45,74818,726,1,1,0,448908,36
34,16130,681,2,0,0,74961,36
46,144557,734,2,1,0,1011899,36
28,26249,652,3,1,0,131245,36
43,27153,637,0,0,0,83574,36
41,66050,644,1,1,0,462350,36
39,68362,807,2,1,0,410172,36
40,27037,632,3,0,0,64250,36
25,26331,668,2,1,0,131655,36
35,62893,737,4,1,0,440251,36
43,68058,629,1,1,0,476406,36
43,67131,718,1,1,0,469917,36
29,37526,718,1,1,0,300208,36
57,121968,650,3,1,0,731808,36
31,62413,679,2,1,0,312065,36
53,156011,624,5,1,0,1092077,36
47,164292,810,3,1,0,1150044,36
34,16505,720,1,0,1,66158,36
63,73995,616,4,1,0,295980,36
27,22354,710,1,1,0,178832,36
53,171463,713,1,1,0,1371704,36
54,169203,520,1,1,0,846015,36
33,50144,807,0,1,0,401152,36
58,108308,620,1,1,1,758156,36
38,65518,867,3,1,0,458626,36
45,71082,763,5,1,0,426492,36
45,65981,609,4,1,0,395886,36
40,72202,674,4,1,1,361010,36
51,177252,773,2,1,0,1240764,36
51,159115,680,2,1,0,795575,36
25,26305,794,1,1,0,210440,36
57,106967,669,2,1,0,748769,36
25,21442,693,1,1,0,128652,36
54,100413,776,3,1,0,602478,36
55,148191,748,2,1,0,889146,36
28,26752,625,2,1,0,160512,36
37,69103,734,4,1,0,414618,36
28,31977,713,3,1,0,223839,36
39,67309,627,1,1,0,403854,36
38,72698,588,2,1,1,436188,36
51,153807,545,3,1,0,922842,36
57,122570,676,5,1,0,857990,36
58,111174,695,2,1,0,667044,36
35,48104,740,1,1,0,288624,36
39,77160,765,1,1,0,540120,36
25,29972,666,2,1,0,149860,36
32,56330,693,0,1,0,281650,36
53,105919,639,2,1,0,529595,36
61,99954,706,3,1,1,599724,36
27,34713,777,1,1,0,277704,36
34,56283,708,1,1,0,450264,36
41,27311,793,0,0,0,91443,36
45,73523,776,0,1,0,441138,36
32,53525,816,2,1,0,321150,36
47,163712,710,2,1,0,982272,36
36,26909,657,0,0,0,67296,36
41,26010,749,2,0,0,142311,36
48,105921,670,5,1,0,741447,36
42,27615,747,3,0,0,135295,36
36,66057,646,3,1,0,396342,36
40,81477,633,5,1,0,407385,36
40,26189,797,2,0,0,78029,36
37,26294,618,5,0,1,106631,36
38,72528,781,1,1,1,580224,36
61,9531,746,2,0,0,78875,36
48,113321,707,3,1,1,679926,36
38,66260,548,0,1,0,397560,36
50,28926,818,2,0,0,109192,36
37,26932,625,2,0,0,115229,36
56,108660,776,3,1,0,651960,36
46,100979,644,4,1,0,605874,36
40,74664,638,5,1,1,373320,36
47,103593,753,2,1,0,828744,36
25,32429,743,1,1,0,227003,36
28,13993,608,3,0,1,71340,36
27,29076,814,3,1,0,174456,36
43,69830,683,3,1,0,418980,36
62,10749,705,4,0,1,102243,36
68,71245,676,2,1,0,356225,36
49,102561,611,2,1,0,717927,36
48,107793,758,0,1,0,754551,36
25,32860,723,2,1,0,197160,36
35,51032,635,1,1,1,255160,36
32,57656,775,3,1,0,461248,36
34,52112,704,2,1,1,416896,36
39,66231,706,3,1,0,397386,36
36,69295,842,4,1,0,415770,36
25,23942,571,1,1,0,143652,36
50,158060,570,2,1,0,1106420,36
29,33939,588,2,1,0,203634,36
44,67106,729,1,1,0,469742,36
66,89333,671,3,1,0,357332,36
30,39378,677,3,1,0,196890,36
25,22567,624,2,1,0,135402,36
38,69455,833,1,1,0,416730,36
55,100388,860,3,1,0,803104,36
65,96601,771,4,1,0,483005,36
27,14271,579,2,0,0,88986,36
47,113587,661,3,1,1,681522,36
36,68963,766,0,1,0,551704,36
40,68273,696,2,1,0,341365,36
70,72374,772,2,1,0,434244,36
25,25061,799,2,1,0,200488,36
45,68577,852,1,1,0,411462,36
47,29964,647,1,0,1,98014,36
55,100767,706,3,1,0,806136,36
43,65016,664,2,1,0,455112,36
45,80080,539,1,1,0,480480,36
37,26222,756,1,0,0,100726,36
45,65061,745,0,1,0,390366,36
37,69764,656,1,1,0,418584,36
49,166000,572,3,1,0,1162000,36
37,67619,669,2,1,0,405714,36
46,117132,758,0,1,0,702792,36
41,69261,806,1,1,0,415566,36
55,103770,642,3,1,0,518850,36
41,67314,788,1,1,0,538512,36
25,21920,749,4,1,0,175360,36
57,21255,733,2,0,0,125172,36
31,45579,596,3,1,1,319053,36
34,62621,599,1,1,0,438347,36
34,58863,633,2,1,1,412041,36
58,130382,673,2,1,0,651910,36
25,25241,844,0,1,0,176687,36
70,85970,647,4,1,0,429850,36
54,116865,761,3,1,0,701190,36
44,65207,662,3,1,0,391242,36
41,26649,737,1,0,0,117900,36
45,69911,694,2,1,0,489377,36
48,107596,714,3,1,1,753172,36
49,155460,729,3,1,0,1243680,36
48,171542,680,2,1,0,1200794,36
43,78721,729,2,1,0,551047,36
39,26638,798,1,0,0,107575,36
40,79424,639,3,1,0,397120,36
39,74377,794,2,1,0,595016,36
55,101868,678,2,1,0,509340,36
49,102501,670,3,1,0,717507,36
25,20709,755,1,1,0,144963,36
49,140281,672,3,1,0,701405,36
44,69926,725,0,1,0,559408,36
41,66816,718,3,1,0,534528,36
37,26400,533,3,0,1,62620,36
55,155709,733,3,1,0,1245672,36
53,101259,584,3,1,0,708813,36
32,48584,590,3,1,0,242920,36
46,28574,729,2,0,0,102002,36
30,36279,742,0,1,0,253953,36
25,32415,796,4,1,0,226905,36
34,56323,612,2,1,1,394261,36
52,105145,640,3,1,0,736015,36
53,119737,737,2,1,1,838159,36
48,107914,797,0,1,0,863312,36
50,104533,715,3,1,1,627198,36
48,142246,629,2,1,1,711230,36
34,47190,820,2,1,0,377520,36
47,158225,679,1,1,0,791125,36
51,119023,681,2,1,0,714138,36
51,102927,585,4,1,0,617562,36
56,135547,757,2,1,0,813282,36
50,101016,768,0,1,0,606096,36
46,116731,643,1,1,0,700386,36
54,28748,840,1,0,0,141949,36
41,79291,653,2,1,0,555037,36
31,46099,750,2,1,0,322693,36
40,76139,717,4,1,0,532973,36
33,49106,537,5,1,0,294636,36
33,56239,743,2,1,0,393673,36
40,83337,736,2,1,0,583359,36
32,46708,558,1,1,1,280248,36
38,67167,822,0,1,0,470169,36
25,31316,736,2,1,1,250528,36
44,69183,799,1,1,0,484281,36
42,68374,562,2,1,1,341870,36
32,50777,667,3,1,0,253885,36
49,173188,794,2,1,0,1039128,36
53,28436,574,1,0,0,128321,36
25,15269,669,3,0,0,57251,36
32,46659,732,2,1,0,373272,36
32,24078,548,1,0,0,82264,36
30,35027,594,5,1,0,245189,36
51,28182,810,3,0,1,141094,36
39,82888,704,2,1,0,663104,36
38,70688,794,1,1,0,565504,36
25,27618,714,3,1,1,165708,36
49,29003,896,1,0,0,140449,36
27,34092,735,2,1,0,204552,36
42,66613,801,1,1,0,532904,36
45,26170,680,2,0,0,115286,36
58,112997,716,1,1,0,903976,36
26,15711,751,2,0,1,56901,36
25,32820,764,3,1,0,196920,36
44,66295,696,2,1,0,331475,36
63,74256,700,1,1,1,371280,36
56,107062,740,4,1,0,642372,36
44,65270,740,3,1,0,522160,36
36,26049,617,0,0,0,88558,36
51,157270,717,1,1,0,1100890,36
30,39476,725,0,1,0,276332,36
47,118183,621,1,1,0,590915,36
48,113777,772,2,1,0,682662,36
54,28150,733,4,0,1,116381,36
70,83955,886,1,1,0,419775,36
46,141689,697,2,1,0,708445,36
35,49763,790,4,1,0,298578,36
41,80527,743,2,1,1,644216,36
25,17317,853,2,0,1,44714,36
33,57862,622,2,1,0,347172,36
37,26957,660,5,0,1,119705,36
35,24455,625,2,0,0,112610,36
43,66838,693,0,1,0,401028,36
32,20303,610,3,0,0,114957,36
55,113418,577,4,1,0,680508,36
42,67064,529,3,1,0,335320,36
41,68248,524,2,1,0,341240,36
38,27161,752,2,0,0,104891,36
43,65869,663,5,1,1,461083,36
51,29973,601,2,0,0,87302,36
31,56629,647,3,1,0,396403,36
34,52870,657,4,1,0,317220,36
38,83418,622,2,1,0,417090,36
25,34757,828,1,1,0,278056,36
32,57067,813,3,1,0,456536,36
36,27903,827,2,0,1,80450,36
52,169940,714,1,1,0,1189580,36
45,26610,722,2,0,0,148697,36
44,26997,647,1,0,0,120914,36
52,164105,632,3,1,0,1148735,36
40,69547,701,2,1,0,417282,36
46,28061,752,1,0,0,92320,36
40,69382,795,3,1,0,555056,36
45,65093,656,1,1,0,325465,36
35,51330,599,1,1,1,307980,36
25,15771,758,2,0,0,66250,36
40,77870,554,3,1,1,389350,36
59,102497,696,2,1,1,717479,36
53,107798,707,4,1,1,862384,36
53,175634,669,2,1,0,1229438,36
56,102488,576,1,1,0,614928,36
43,27834,670,5,0,1,105901,36
44,74562,831,2,1,0,596496,36
34,59699,747,3,1,0,417893,36
38,76407,792,4,1,0,534849,36
49,168291,602,0,1,0,1178037,36
56,103026,720,1,1,0,618156,36
40,68975,707,1,1,1,482825,36
36,66691,708,1,1,0,400146,36
42,78064,744,0,1,0,624512,36
49,104163,711,1,1,0,729141,36
25,21835,604,1,1,1,131010,36
25,21210,749,2,1,0,148470,36
35,50223,767,0,1,0,401784,36
27,31526,805,3,1,0,252208,36
35,46356,809,3,1,0,324492,36
40,69393,738,2,1,0,416358,36
36,66162,608,3,1,0,463134,36
59,124408,577,1,1,1,746448,36
45,67576,681,0,1,0,337880,36
45,68220,773,1,1,0,477540,36
49,101615,768,2,1,0,609690,36
28,26273,721,0,1,0,157638,36
54,176899,697,1,1,0,884495,36
41,67716,852,1,1,0,474012,36
50,172801,745,4,1,0,1209607,36
29,36578,693,1,1,0,182890,36
25,30285,648,2,1,0,151425,36
51,29439,619,4,0,0,105433,36
46,110712,611,4,1,1,664272,36
31,47791,619,0,1,0,334537,36
31,55897,722,2,1,0,447176,36
55,159909,698,0,1,0,959454,36
27,25424,673,2,1,1,177968,36
61,71680,758,1,1,0,430080,36
31,47836,844,3,1,0,382688,36
49,146238,634,0,1,0,731190,36
38,75263,646,2,1,0,451578,36
49,148469,522,3,1,0,742345,36
35,48646,697,3,1,1,291876,36
40,27378,689,3,0,0,77973,36
42,66364,771,2,1,0,464548,36
29,34241,693,1,1,0,171205,36
50,178702,652,2,1,1,1072212,36
35,21265,715,0,0,0,97175,36
39,69504,744,2,1,0,486528,36
30,36420,570,2,1,0,218520,36
25,24444,780,2,1,0,146664,36
39,69989,804,1,1,0,489923,36
70,85954,743,3,1,0,515724,36
51,112714,625,3,1,0,676284,36
41,66055,673,4,1,0,330275,36
38,75456,794,1,1,0,528192,36
42,78298,621,2,1,0,391490,36
48,114963,750,1,1,0,804741,36
27,26181,695,1,1,0,183267,36
55,179077,712,3,1,0,1074462,36
50,160747,633,2,1,0,1125229,36
50,160845,726,4,1,0,965070,36
47,159312,720,4,1,0,1274496,36
42,68361,579,1,1,0,341805,36
50,118179,699,4,1,0,709074,36
49,151897,749,5,1,0,1063279,36
37,66038,669,1,1,0,396228,36
35,23778,504,3,0,1,90250,36
43,26489,690,3,0,0,80602,36
60,71601,817,2,1,0,358005,36
27,20642,672,1,1,0,123852,36
25,32150,814,2,1,0,257200,36
43,67258,635,2,1,0,403548,36
42,75919,607,3,1,0,379595,36
44,65961,699,0,1,0,395766,36
44,68736,634,3,1,0,343680,36
39,66380,726,1,1,1,398280,36
59,105250,670,2,1,0,736750,36
25,31747,817,0,1,0,190482,36
32,60173,664,0,1,0,300865,36
40,66519,707,3,1,0,399114,36
25,17581,747,2,0,0,53452,36
39,65979,776,1,1,0,395874,36
61,71356,818,2,1,0,428136,36
42,27225,681,0,0,0,97933,36
44,75406,668,2,1,0,527842,36
26,16023,546,0,0,0,60623,36
34,22799,863,2,0,1,95944,36
37,79435,728,2,1,1,635480,36
38,65026,760,3,1,0,455182,36
57,103729,744,2,1,0,829832,36
48,160410,703,3,1,0,1283280,36
28,12983,728,1,0,0,70913,36
44,79196,655,0,1,0,475176,36
47,28154,675,2,0,0,122494,36
55,172591,623,2,1,0,1208137,36
60,12363,824,1,0,0,100362,36
29,34431,744,4,1,0,275448,36
32,51687,858,0,1,0,361809,36
26,23409,883,1,1,0,187272,36
39,66731,587,4,1,1,400386,36
47,176424,778,2,1,0,1058544,36
53,106598,591,2,1,0,639588,36
41,68846,714,2,1,1,413076,36
38,69782,725,0,1,0,488474,36
43,83487,597,1,1,0,417435,36
31,55725,640,1,1,0,390075,36
67,98647,728,3,1,1,591882,36
25,24087,714,2,1,0,168609,36
44,26700,618,1,0,0,105770,36
66,90709,644,4,1,0,362836,36
42,69463,580,3,1,0,486241,36
39,66483,603,1,1,0,465381,36
37,69973,670,4,1,0,489811,36
39,81997,778,4,1,0,655976,36
58,133028,789,1,1,0,931196,36
25,30866,846,2,1,0,246928,36
60,89665,733,2,1,0,537990,36
25,33681,715,3,1,0,235767,36
38,76039,739,1,1,0,532273,36
36,82870,738,2,1,1,497220,36
49,155667,570,2,1,0,1089669,36
25,30715,851,3,1,0,215005,36
47,109269,545,1,1,0,655614,36
66,70728,791,0,1,0,424368,36
25,33869,704,1,1,0,270952,36
44,69041,612,1,1,0,483287,36
34,50004,742,1,1,0,300024,36
47,160628,690,2,1,0,1124396,36
42,69749,645,1,1,0,418494,36
34,45498,589,1,1,0,318486,36
47,103767,582,5,1,0,622602,36
63,72982,651,0,1,0,291928,36
39,83622,669,1,1,0,585354,36
50,142600,603,5,1,0,713000,36
26,28020,703,4,1,0,224160,36
30,13422,614,3,0,1,70990,36
47,103107,728,1,1,0,824856,36
59,100843,798,1,1,0,605058,36
46,112992,723,3,1,1,677952,36
38,26858,692,4,0,1,86513,36
41,26570,657,0,0,0,81013,36
26,26344,815,1,1,0,184408,36
49,157141,684,2,1,0,942846,36
52,29120,899,2,0,0,125173,36
36,77608,605,2,1,1,465648,36
36,67864,723,1,1,0,542912,36
45,26038,813,1,0,0,100250,36
36,68517,644,1,1,0,479619,36
41,70513,681,3,1,0,423078,36
67,72062,750,5,1,1,432372,36
39,69109,731,4,1,0,414654,36
37,65527,744,3,1,1,393162,36
34,55672,792,1,1,0,445376,36
50,173563,672,5,1,1,1041378,36
39,65902,814,2,1,0,527216,36
34,48289,562,2,1,0,241445,36
57,123200,786,0,1,0,739200,36
59,106246,791,4,1,0,637476,36
34,47579,638,3,1,0,285474,36
25,16919,583,1,0,1,56047,36
54,178283,681,5,1,0,1069698,36
33,59048,732,2,1,0,354288,36
51,29122,673,1,0,1,85226,36
25,33296,740,1,1,0,233072,36
52,149200,855,0,1,0,895200,36
27,25886,590,3,1,1,129430,36
50,100686,543,3,1,0,503430,36
42,68256,694,2,1,0,477792,36
30,39614,645,3,1,0,277298,36
37,73225,661,1,1,0,439350,36
50,117428,801,1,1,0,821996,36
43,72992,690,0,1,0,510944,36
49,177999,697,2,1,1,1245993,36
65,71703,665,3,1,0,358515,36
25,27293,696,2,1,0,163758,36
61,86105,721,2,1,0,516630,36
43,82084,900,0,1,0,574588,36
31,16504,722,1,0,1,80459,36
26,25325,793,1,1,0,151950,36
39,68925,714,1,1,0,482475,36
53,164971,537,0,1,0,824855,36
40,84934,654,1,1,0,509604,36
60,71565,722,2,1,0,429390,36
25,27242,757,2,1,0,190694,36
41,72543,716,3,1,0,580344,36
26,23097,773,2,1,0,184776,36
46,141506,583,5,1,0,990542,36
52,104118,703,1,1,0,624708,36
36,75208,806,2,1,0,526456,36
25,26758,622,1,1,0,133790,36
44,66372,789,2,1,0,530976,36
47,153073,785,3,1,0,1071511,36
46,166029,601,2,1,0,996174,36
56,117010,727,3,1,0,819070,36
29,36275,712,2,1,0,253925,36
50,179452,685,3,1,0,897260,36
56,135012,577,3,1,1,945084,36
25,31558,678,4,1,0,220906,36
45,27272,687,2,0,0,94490,36
35,20029,564,3,0,0,68246,36
41,79962,595,1,1,1,399810,36
46,117142,625,1,1,1,819994,36
36,66821,616,3,1,0,467747,36
33,45122,726,2,1,0,360976,36
42,69909,772,2,1,0,419454,36
28,28784,675,2,1,0,143920,36
28,30844,761,1,1,0,246752,36
50,168369,776,2,1,0,1178583,36
28,26996,693,0,1,0,188972,36
49,28260,732,2,0,0,133329,36
47,112414,682,1,1,0,562070,36
25,22363,610,3,1,0,134178,36
33,51900,640,4,1,0,259500,36
56,121836,726,3,1,0,852852,36
30,39418,690,5,1,0,236508,36
36,65033,758,0,1,0,455231,36
47,159815,549,1,1,0,799075,36
51,118930,568,4,1,0,713580,36
38,73715,577,1,1,0,368575,36
34,56499,713,4,1,0,338994,36
59,104197,589,1,1,0,625182,36
62,87426,725,4,1,0,437130,36
53,150854,760,2,1,0,1055978,36
43,66808,821,2,1,0,467656,36
32,57232,812,0,1,0,400624,36
32,58018,644,2,1,1,406126,36
48,119424,566,3,1,0,716544,36
47,29842,649,3,0,0,128418,36
58,106893,778,2,1,0,748251,36
49,153442,668,2,1,0,1074094,36
25,20105,698,2,1,0,140735,36
54,150361,655,1,1,0,751805,36
30,38754,826,3,1,0,310032,36
37,75084,618,0,1,0,450504,36
45,26625,705,4,0,1,108789,36
65,92276,788,2,1,0,553656,36
70,70425,847,0,1,0,352125,36
49,140933,644,1,1,0,704665,36
39,26342,776,2,0,0,90946,36
48,152659,649,3,1,0,763295,36
52,29716,810,2,0,1,100102,36
38,27381,838,2,0,1,67350,36
63,13095,628,2,0,1,51854,36
44,27487,752,2,0,0,127433,36
47,28985,789,2,0,1,123806,36
49,168111,676,2,1,0,1008666,36
47,103520,743,1,1,0,621120,36
