age,income,credit_score,existing_loans,existing_loan_emi,employed,default,loan_amount,loan_tenure_months,emi_to_income_ratio,loan_to_income_ratio,employment_type
30,16573,770,3,6731,0,0,60000,18,0.41,3.62,Gig Worker
45,71309,709,1,10630,1,0,428000,30,0.15,6.0,Self-Employed
31,46266,581,4,23133,1,0,231000,12,0.5,4.99,Salaried
37,68703,774,1,10508,1,0,550000,12,0.15,8.01,Entrepreneur
30,33278,701,1,4789,1,0,266000,36,0.14,7.99,Salaried
49,29944,548,2,8624,0,0,78000,36,0.29,2.6,Gig Worker
52,145055,724,1,22817,1,0,1015000,36,0.16,7.0,Entrepreneur
39,67053,730,3,27447,1,0,469000,12,0.41,6.99,Salaried
42,26325,671,2,8534,0,0,116000,36,0.32,4.41,Gig Worker
25,12898,684,2,4142,0,1,52000,18,0.32,4.03,Gig Worker
38,84670,652,1,13127,1,0,423000,30,0.16,5.0,Self-Employed
41,69450,733,0,0,1,0,486000,30,0.0,7.0,Self-Employed
70,91283,711,2,27895,1,0,456000,18,0.31,5.0,Entrepreneur
28,28663,627,1,4637,1,1,201000,18,0.16,7.01,Self-Employed
59,103148,829,2,28997,1,1,619000,24,0.28,6.0,Salaried
53,154550,646,4,77275,1,0,773000,18,0.5,5.0,Government
45,83522,483,3,35627,1,1,501000,36,0.43,6.0,Entrepreneur
63,89045,662,0,0,1,0,445000,12,0.0,5.0,Entrepreneur
46,101599,782,4,50800,1,0,711000,18,0.5,7.0,Entrepreneur
46,147326,683,0,0,1,0,1031000,30,0.0,7.0,Self-Employed
41,26384,569,5,13192,0,1,83000,36,0.5,3.15,Gig Worker
56,104087,617,0,0,1,0,625000,24,0.0,6.0,Government
55,164740,613,2,50240,1,0,988000,30,0.3,6.0,Entrepreneur
34,50459,653,4,25230,1,0,353000,36,0.5,7.0,Salaried
26,26129,679,2,8396,1,0,183000,24,0.32,7.0,Salaried
39,74856,739,3,33830,1,0,524000,30,0.45,7.0,Entrepreneur
32,47282,710,4,23641,1,0,331000,36,0.5,7.0,Salaried
41,66040,714,5,33020,1,0,528000,36,0.5,8.0,Salaried
56,106652,842,2,32629,1,0,747000,18,0.31,7.0,Self-Employed
36,69355,768,3,28806,1,0,416000,36,0.42,6.0,Salaried
41,76021,761,4,38010,1,0,532000,36,0.5,7.0,Self-Employed
42,68606,554,4,34303,1,1,480000,18,0.5,7.0,Self-Employed
52,153940,639,3,71617,1,0,924000,12,0.47,6.0,Salaried
25,28759,572,2,9196,1,0,201000,36,0.32,6.99,Salaried
34,57450,638,1,9271,1,0,402000,36,0.16,7.0,Self-Employed
44,69450,763,2,21134,1,0,486000,30,0.3,7.0,Self-Employed
56,104907,668,2,31582,1,0,629000,18,0.3,6.0,Salaried
36,65290,785,4,32645,1,0,522000,24,0.5,8.0,Salaried
25,30512,755,0,0,1,0,214000,24,0.0,7.01,Salaried
49,142209,704,5,71104,1,0,1138000,12,0.5,8.0,Government
34,48587,787,1,7193,1,0,389000,12,0.15,8.01,Self-Employed
27,26992,809,2,8541,1,0,162000,18,0.32,6.0,Salaried
34,56285,736,1,8615,1,0,338000,36,0.15,6.01,Salaried
39,68983,718,0,0,1,0,483000,30,0.0,7.0,Salaried
34,51344,750,1,8306,1,0,411000,24,0.16,8.0,Salaried
25,32904,587,1,4880,1,0,230000,36,0.15,6.99,Salaried
52,119272,690,1,18274,1,0,596000,18,0.15,5.0,Salaried
57,100896,698,3,46596,1,0,706000,24,0.46,7.0,Salaried
49,113593,670,1,17351,1,0,682000,30,0.15,6.0,Salaried
28,27678,636,5,13839,1,1,194000,18,0.5,7.01,Salaried
39,78395,779,4,39198,1,0,627000,18,0.5,8.0,Salaried
41,74101,713,4,37050,1,0,445000,24,0.5,6.01,Salaried
49,29536,720,1,4080,0,0,103000,12,0.14,3.49,Gig Worker
50,144963,813,3,63727,1,0,1160000,30,0.44,8.0,Salaried
33,18900,684,3,8484,0,1,112000,30,0.45,5.93,Gig Worker
42,82069,668,4,41034,1,0,410000,24,0.5,5.0,Government
47,119998,808,0,0,1,0,960000,18,0.0,8.0,Salaried
59,107304,580,1,17546,1,0,751000,18,0.16,7.0,Government
50,173272,704,1,26514,1,0,1040000,24,0.15,6.0,Salaried
51,179433,640,0,0,1,0,897000,12,0.0,5.0,Government
43,71357,723,3,33675,1,0,428000,30,0.47,6.0,Salaried
58,106690,745,1,16024,1,0,747000,12,0.15,7.0,Government
46,172935,750,3,79908,1,0,1383000,12,0.46,8.0,Salaried
31,60749,782,5,30374,1,0,364000,36,0.5,5.99,Entrepreneur
58,103066,679,1,14700,1,0,618000,30,0.14,6.0,Self-Employed
50,108809,684,1,15870,1,0,653000,30,0.15,6.0,Self-Employed
36,67244,742,5,33622,1,0,403000,24,0.5,5.99,Salaried
36,76486,771,2,20861,1,0,612000,18,0.27,8.0,Salaried
45,68059,595,1,9474,1,0,340000,36,0.14,5.0,Salaried
47,110435,725,1,15826,1,0,883000,36,0.14,8.0,Salaried
44,26040,668,3,12823,0,1,96000,36,0.49,3.69,Gig Worker
45,65692,706,3,28564,1,0,394000,12,0.43,6.0,Salaried
62,89731,671,0,0,1,0,449000,30,0.0,5.0,Entrepreneur
54,116018,642,0,0,1,0,696000,30,0.0,6.0,Salaried
44,65080,618,2,19454,1,0,325000,24,0.3,4.99,Salaried
53,145041,687,2,40868,1,0,725000,18,0.28,5.0,Government
29,38547,728,2,11820,1,0,270000,24,0.31,7.0,Salaried
46,172302,651,1,24712,1,0,1206000,12,0.14,7.0,Salaried
63,82931,795,3,35132,1,0,415000,30,0.42,5.0,Entrepreneur
39,66307,896,1,9979,1,0,464000,12,0.15,7.0,Salaried
31,50737,733,2,13716,1,0,304000,36,0.27,5.99,Self-Employed
34,15935,696,3,6465,0,1,71000,12,0.41,4.46,Gig Worker
28,21023,627,0,0,1,0,147000,24,0.0,6.99,Salaried
32,49918,729,2,14134,1,0,349000,24,0.28,6.99,Salaried
37,67528,818,2,18381,1,0,473000,18,0.27,7.0,Salaried
25,22579,855,0,0,1,0,158000,24,0.0,7.0,Salaried
42,80790,811,1,11168,1,0,485000,18,0.14,6.0,Self-Employed
52,178605,767,1,25927,1,0,1072000,30,0.15,6.0,Salaried
31,17343,732,1,2759,0,0,99000,30,0.16,5.71,Gig Worker
60,73962,616,2,22508,1,1,370000,18,0.3,5.0,Self-Employed
48,141591,692,4,70796,1,0,708000,18,0.5,5.0,Entrepreneur
54,167010,682,0,0,1,0,1169000,18,0.0,7.0,Salaried
34,20013,692,3,8634,0,1,95000,18,0.43,4.75,Gig Worker
52,100887,642,1,16440,1,0,605000,36,0.16,6.0,Salaried
28,21625,760,1,3177,1,0,173000,36,0.15,8.0,Self-Employed
52,28046,678,0,0,0,0,94000,36,0.0,3.35,Gig Worker
44,66005,671,1,9083,1,0,396000,12,0.14,6.0,Entrepreneur
48,110406,642,1,16949,1,0,662000,24,0.15,6.0,Self-Employed
27,30504,718,1,4222,1,0,183000,18,0.14,6.0,Salaried
31,54424,819,1,7911,1,0,381000,12,0.15,7.0,Salaried
49,117360,699,1,17630,1,0,704000,24,0.15,6.0,Self-Employed
30,39447,722,2,12720,1,0,237000,12,0.32,6.01,Salaried
47,164260,854,4,82130,1,0,1150000,18,0.5,7.0,Salaried
25,34920,796,5,17460,1,0,279000,24,0.5,7.99,Self-Employed
52,145596,747,1,23992,1,1,1165000,12,0.16,8.0,Self-Employed
27,30591,743,1,4250,1,0,245000,18,0.14,8.01,Salaried
48,142843,651,2,40922,1,0,714000,30,0.29,5.0,Entrepreneur
49,161639,643,1,23735,1,0,970000,12,0.15,6.0,Government
33,54091,711,0,0,1,0,433000,12,0.0,8.01,Salaried
48,28115,713,1,4151,0,0,112000,18,0.15,3.98,Gig Worker
45,66915,632,2,19717,1,0,468000,18,0.29,6.99,Salaried
35,62575,756,0,0,1,0,375000,30,0.0,5.99,Salaried
29,39203,677,1,6360,1,0,274000,24,0.16,6.99,Self-Employed
25,30932,790,2,9677,1,0,186000,12,0.31,6.01,Salaried
46,151113,695,2,46312,1,0,1058000,36,0.31,7.0,Salaried
25,29849,688,5,14924,1,0,149000,24,0.5,4.99,Salaried
43,77682,625,0,0,1,0,388000,24,0.0,4.99,Salaried
38,78643,633,2,25121,1,0,393000,18,0.32,5.0,Salaried
50,144775,805,3,71078,1,0,869000,36,0.49,6.0,Entrepreneur
38,72887,721,1,11635,1,0,437000,30,0.16,6.0,Salaried
38,70707,731,1,9549,1,0,495000,12,0.14,7.0,Entrepreneur
50,109165,828,4,54582,1,0,873000,36,0.5,8.0,Government
46,107488,594,1,14676,1,0,645000,30,0.14,6.0,Entrepreneur
45,65247,753,3,27938,1,0,522000,12,0.43,8.0,Salaried
47,159226,572,2,43560,1,0,796000,30,0.27,5.0,Salaried
25,23439,664,4,11720,1,0,141000,24,0.5,6.02,Salaried
51,29863,608,3,13940,0,1,100000,36,0.47,3.35,Gig Worker
49,147265,768,3,61160,1,0,1178000,24,0.42,8.0,Entrepreneur
29,36671,548,5,18336,1,1,220000,24,0.5,6.0,Self-Employed
39,81136,681,2,24128,1,0,406000,24,0.3,5.0,Government
41,76863,607,3,33683,1,0,384000,36,0.44,5.0,Salaried
40,26093,631,0,0,0,0,109000,18,0.0,4.18,Gig Worker
46,113162,643,1,15688,1,0,679000,36,0.14,6.0,Government
59,114199,805,3,50557,1,0,799000,24,0.44,7.0,Salaried
54,111404,673,3,52650,1,1,780000,36,0.47,7.0,Entrepreneur
26,34738,838,0,0,1,0,243000,12,0.0,7.0,Salaried
49,29445,854,3,12113,0,0,146000,24,0.41,4.96,Gig Worker
57,128328,869,2,35266,1,0,898000,12,0.27,7.0,Entrepreneur
46,107318,695,5,53659,1,0,751000,24,0.5,7.0,Salaried
55,29713,716,4,14856,0,0,136000,24,0.5,4.58,Gig Worker
66,96945,730,2,30064,1,0,485000,12,0.31,5.0,Entrepreneur
54,105291,670,1,16358,1,0,526000,36,0.16,5.0,Government
44,66759,733,1,9737,1,0,467000,18,0.15,7.0,Salaried
54,145148,625,1,22180,1,0,726000,30,0.15,5.0,Government
43,66645,549,3,27052,1,1,400000,36,0.41,6.0,Entrepreneur
42,67666,757,2,20852,1,0,406000,30,0.31,6.0,Self-Employed
37,81348,672,0,0,1,0,569000,12,0.0,6.99,Government
60,10686,621,0,0,0,0,60000,18,0.0,5.61,Retired
32,60956,631,2,19798,1,1,366000,12,0.32,6.0,Self-Employed
60,72905,821,1,11182,1,0,437000,24,0.15,5.99,Entrepreneur
47,146488,737,3,70846,1,0,1025000,30,0.48,7.0,Self-Employed
25,26777,578,3,12589,1,1,161000,36,0.47,6.01,Salaried
46,104202,605,0,0,1,0,625000,18,0.0,6.0,Government
25,29132,676,5,14566,1,0,146000,24,0.5,5.01,Salaried
49,100931,738,2,32717,1,0,606000,36,0.32,6.0,Entrepreneur
52,101147,636,1,13856,1,1,506000,24,0.14,5.0,Entrepreneur
34,49208,686,2,14863,1,0,344000,30,0.3,6.99,Salaried
43,82136,709,1,11439,1,0,575000,12,0.14,7.0,Government
65,73403,710,3,29806,1,0,440000,24,0.41,5.99,Self-Employed
35,52961,508,3,23461,1,1,318000,24,0.44,6.0,Entrepreneur
29,37000,717,0,0,1,0,259000,12,0.0,7.0,Salaried
59,130242,561,4,65121,1,0,651000,30,0.5,5.0,Government
65,14687,677,1,2197,0,0,77000,30,0.15,5.24,Retired
42,27474,659,1,4185,0,0,109000,24,0.15,3.97,Gig Worker
54,170840,613,0,0,1,0,1196000,18,0.0,7.0,Entrepreneur
58,113105,767,5,56552,1,0,905000,30,0.5,8.0,Self-Employed
33,56457,610,2,15660,1,0,339000,30,0.28,6.0,Salaried
36,74153,658,0,0,1,0,445000,30,0.0,6.0,Salaried
56,109435,770,3,49823,1,0,875000,30,0.46,8.0,Salaried
62,9015,655,3,3930,0,1,56000,18,0.44,6.21,Retired
48,172445,639,3,81157,1,0,862000,36,0.47,5.0,Government
31,52727,678,2,16300,1,0,316000,30,0.31,5.99,Salaried
65,12222,743,2,3920,0,1,79000,12,0.32,6.46,Retired
35,51359,815,1,8000,1,0,360000,12,0.16,7.01,Salaried
37,66727,625,3,29606,1,1,400000,12,0.44,5.99,Salaried
46,106544,631,1,16534,1,0,533000,30,0.16,5.0,Government
60,95006,677,3,40832,1,0,380000,36,0.43,4.0,Entrepreneur
52,112640,718,0,0,1,0,676000,30,0.0,6.0,Entrepreneur
46,110099,638,3,47625,1,0,550000,18,0.43,5.0,Government
47,150646,755,0,0,1,0,1055000,30,0.0,7.0,Government
42,67116,626,2,21299,1,0,470000,24,0.32,7.0,Salaried
48,101642,547,3,45249,1,0,508000,36,0.45,5.0,Salaried
25,27987,742,1,4449,1,0,168000,36,0.16,6.0,Salaried
38,66032,751,0,0,1,0,528000,18,0.0,8.0,Salaried
44,27865,783,3,13348,0,0,100000,12,0.48,3.59,Gig Worker
28,31233,540,3,15060,1,1,187000,18,0.48,5.99,Self-Employed
46,176415,646,2,57335,1,0,1235000,24,0.33,7.0,Salaried
39,69563,679,3,30871,1,0,348000,24,0.44,5.0,Entrepreneur
63,90538,840,2,26177,1,0,453000,12,0.29,5.0,Self-Employed
60,74611,687,1,11376,1,0,298000,24,0.15,3.99,Self-Employed
36,80409,592,3,35252,1,0,563000,12,0.44,7.0,Government
40,71927,723,4,35964,1,0,432000,24,0.5,6.01,Salaried
41,65379,804,0,0,1,0,392000,36,0.0,6.0,Salaried
36,65632,787,0,0,1,0,525000,24,0.0,8.0,Salaried
44,27372,744,2,8549,0,1,147000,12,0.31,5.37,Gig Worker
32,46368,721,4,23184,1,0,325000,12,0.5,7.01,Salaried
28,20404,518,1,2984,1,0,122000,36,0.15,5.98,Salaried
49,145978,702,4,72989,1,0,876000,30,0.5,6.0,Salaried
49,179996,714,2,53249,1,0,1440000,18,0.3,8.0,Salaried
32,53295,687,2,14846,1,0,266000,36,0.28,4.99,Self-Employed
52,144886,756,2,46857,1,0,1159000,18,0.32,8.0,Salaried
34,18458,685,3,8050,0,1,118000,24,0.44,6.39,Gig Worker
45,69857,670,1,9754,1,0,489000,30,0.14,7.0,Self-Employed
51,29612,783,2,8040,0,0,112000,24,0.27,3.78,Gig Worker
41,68816,666,5,34408,1,0,413000,36,0.5,6.0,Self-Employed
47,146194,705,1,22530,1,0,1170000,30,0.15,8.0,Entrepreneur
35,50634,771,1,7353,1,0,304000,24,0.15,6.0,Salaried
39,26499,619,1,3634,0,0,81000,18,0.14,3.06,Gig Worker
39,67286,610,2,19821,1,0,404000,12,0.29,6.0,Entrepreneur
33,62969,808,1,9089,1,0,504000,18,0.14,8.0,Salaried
39,68352,652,2,21232,1,0,478000,30,0.31,6.99,Salaried
25,33014,755,4,16507,1,0,231000,18,0.5,7.0,Salaried
36,66246,557,1,9668,1,0,331000,24,0.15,5.0,Salaried
38,81137,499,1,11484,1,0,487000,36,0.14,6.0,Self-Employed
38,69642,729,2,22932,1,0,487000,36,0.33,6.99,Salaried
39,67506,689,2,20065,1,0,473000,24,0.3,7.01,Salaried
41,65138,729,3,30416,1,0,456000,30,0.47,7.0,Salaried
47,101556,849,2,28277,1,0,609000,36,0.28,6.0,Government
52,116741,601,1,17461,1,0,817000,36,0.15,7.0,Government
34,54311,703,2,14754,1,0,326000,12,0.27,6.0,Salaried
27,31696,818,2,9519,1,1,190000,30,0.3,5.99,Salaried
29,35692,612,1,5851,1,0,178000,36,0.16,4.99,Salaried
36,75016,653,4,37508,1,0,450000,12,0.5,6.0,Salaried
37,65440,558,3,26733,1,0,327000,30,0.41,5.0,Salaried
32,50570,879,3,20622,1,0,303000,12,0.41,5.99,Self-Employed
26,29352,523,2,8608,1,0,176000,30,0.29,6.0,Salaried
36,67426,763,0,0,1,0,539000,30,0.0,7.99,Self-Employed
44,78794,594,2,22031,1,1,394000,36,0.28,5.0,Self-Employed
49,172435,615,4,86218,1,0,1207000,12,0.5,7.0,Salaried
35,45519,785,1,7178,1,1,364000,24,0.16,8.0,Salaried
37,66518,640,2,19790,1,0,466000,30,0.3,7.01,Entrepreneur
30,33058,752,0,0,1,0,198000,24,0.0,5.99,Salaried
41,67812,810,2,19486,1,0,407000,18,0.29,6.0,Salaried
31,45000,716,4,22500,1,0,315000,24,0.5,7.0,Salaried
48,119096,771,2,32986,1,0,715000,24,0.28,6.0,Salaried
25,24103,706,2,7890,1,0,145000,36,0.33,6.02,Self-Employed
37,69517,710,1,10040,1,1,417000,24,0.14,6.0,Salaried
45,66243,649,2,21417,1,1,397000,12,0.32,5.99,Self-Employed
44,75721,854,3,34776,1,0,454000,18,0.46,6.0,Salaried
70,73247,759,4,36624,1,0,366000,24,0.5,5.0,Entrepreneur
46,106101,741,5,53050,1,0,849000,36,0.5,8.0,Government
29,38828,761,1,5578,1,0,311000,24,0.14,8.01,Salaried
40,72491,645,0,0,1,0,362000,12,0.0,4.99,Self-Employed
25,25573,774,0,0,1,1,205000,30,0.0,8.02,Salaried
41,79801,824,1,13074,1,0,559000,18,0.16,7.0,Self-Employed
32,53240,589,0,0,1,0,266000,24,0.0,5.0,Self-Employed
52,154677,743,3,68066,1,0,928000,18,0.44,6.0,Salaried
35,50203,705,2,14716,1,1,402000,12,0.29,8.01,Self-Employed
40,66399,658,1,9642,1,0,332000,18,0.15,5.0,Salaried
34,58197,612,1,8802,1,0,291000,36,0.15,5.0,Salaried
62,88762,784,1,12393,1,0,533000,12,0.14,6.0,Entrepreneur
38,81015,716,0,0,1,0,486000,30,0.0,6.0,Salaried
63,8352,683,1,1266,0,0,69000,36,0.15,8.26,Retired
51,115797,743,3,52543,1,0,695000,30,0.45,6.0,Salaried
47,108815,689,3,51532,1,0,762000,36,0.47,7.0,Entrepreneur
46,162227,643,1,25958,1,0,1136000,24,0.16,7.0,Government
46,109085,710,4,54542,1,0,655000,30,0.5,6.0,Government
25,23468,697,3,10143,1,0,164000,36,0.43,6.99,Salaried
38,68923,558,0,0,1,0,414000,12,0.0,6.01,Salaried
52,107487,649,2,30694,1,0,645000,36,0.29,6.0,Salaried
41,27756,598,3,11727,0,1,101000,24,0.42,3.64,Gig Worker
25,31375,567,4,15688,1,1,220000,36,0.5,7.01,Salaried
41,66227,737,2,19242,1,0,397000,24,0.29,5.99,Self-Employed
62,9465,646,3,4064,0,1,67000,18,0.43,7.08,Retired
56,107338,783,0,0,1,0,751000,24,0.0,7.0,Government
41,69334,553,2,22741,1,1,485000,30,0.33,7.0,Entrepreneur
53,28542,676,1,4331,0,0,128000,30,0.15,4.48,Gig Worker
37,26445,650,3,11537,0,1,83000,18,0.44,3.14,Gig Worker
25,16759,573,1,2554,0,1,72000,12,0.15,4.3,Gig Worker
30,33526,700,4,16763,1,0,201000,30,0.5,6.0,Salaried
60,72314,580,1,10726,1,1,362000,12,0.15,5.01,Self-Employed
38,66190,717,3,30537,1,0,530000,24,0.46,8.01,Salaried
39,81890,757,5,40945,1,0,491000,36,0.5,6.0,Salaried
38,67427,721,1,9915,1,0,472000,12,0.15,7.0,Salaried
64,72576,731,1,11962,1,1,435000,24,0.16,5.99,Self-Employed
61,87558,782,0,0,1,0,525000,30,0.0,6.0,Entrepreneur
68,72513,697,0,0,1,0,290000,30,0.0,4.0,Entrepreneur
40,69522,633,0,0,1,0,417000,30,0.0,6.0,Salaried
45,67235,651,2,21705,1,1,403000,18,0.32,5.99,Self-Employed
25,25053,653,1,3851,1,0,150000,18,0.15,5.99,Self-Employed
59,129442,616,1,19686,1,0,777000,36,0.15,6.0,Government
27,33279,762,1,5112,1,0,233000,30,0.15,7.0,Salaried
44,27385,742,1,3862,0,0,109000,24,0.14,3.98,Gig Worker
28,34366,566,5,17183,1,1,172000,18,0.5,5.0,Salaried
34,55055,633,2,14995,1,0,330000,30,0.27,5.99,Salaried
31,18303,612,3,8196,0,1,83000,30,0.45,4.53,Gig Worker
34,50784,725,3,23049,1,0,305000,18,0.45,6.01,Self-Employed
35,58932,786,3,25075,1,0,354000,36,0.43,6.01,Salaried
35,52036,735,4,26018,1,0,312000,30,0.5,6.0,Salaried
52,154884,643,1,25135,1,0,929000,18,0.16,6.0,Salaried
28,25092,674,4,12546,1,1,125000,18,0.5,4.98,Self-Employed
44,69102,588,2,20869,1,0,346000,36,0.3,5.01,Salaried
56,127098,594,2,40951,1,0,635000,18,0.32,5.0,Salaried
35,57098,767,3,23796,1,0,457000,30,0.42,8.0,Salaried
33,54324,815,0,0,1,0,326000,30,0.0,6.0,Salaried
39,79284,642,0,0,1,0,396000,12,0.0,4.99,Salaried
56,107593,703,4,53796,1,0,753000,18,0.5,7.0,Entrepreneur
44,73823,757,2,20485,1,0,591000,24,0.28,8.01,Self-Employed
35,51722,566,5,25861,1,0,362000,12,0.5,7.0,Salaried
47,166164,616,1,23807,1,0,1163000,30,0.14,7.0,Salaried
28,30264,859,0,0,1,0,182000,24,0.0,6.01,Salaried
50,28216,623,3,13655,0,1,123000,18,0.48,4.36,Gig Worker
46,115357,671,2,37681,1,0,692000,30,0.33,6.0,Entrepreneur
38,27451,651,5,13726,0,0,76000,36,0.5,2.77,Gig Worker
31,55190,540,5,27595,1,1,331000,30,0.5,6.0,Self-Employed
31,60080,706,2,19758,1,0,360000,36,0.33,5.99,Salaried
48,117201,697,1,17522,1,0,820000,36,0.15,7.0,Entrepreneur
56,101468,714,3,48981,1,0,609000,18,0.48,6.0,Salaried
34,52553,693,3,24069,1,0,315000,24,0.46,5.99,Self-Employed
47,112251,663,4,56126,1,0,674000,36,0.5,6.0,Government
25,22331,658,2,6412,1,0,134000,36,0.29,6.0,Self-Employed
34,58397,659,1,8240,1,0,292000,18,0.14,5.0,Salaried
41,66560,620,4,33280,1,0,333000,12,0.5,5.0,Self-Employed
31,22832,633,4,11416,0,1,61000,24,0.5,2.67,Gig Worker
30,35940,622,2,10806,1,0,216000,30,0.3,6.01,Self-Employed
33,61263,745,2,18351,1,0,368000,24,0.3,6.01,Salaried
45,70487,724,5,35244,1,0,493000,12,0.5,6.99,Entrepreneur
39,67555,702,4,33778,1,0,405000,24,0.5,6.0,Salaried
25,30926,855,3,15255,1,0,186000,18,0.49,6.01,Salaried
25,26062,625,1,3837,1,1,182000,12,0.15,6.98,Self-Employed
34,49603,789,5,24802,1,0,347000,12,0.5,7.0,Salaried
47,28330,679,2,8949,0,0,82000,12,0.32,2.89,Gig Worker
25,22596,712,0,0,1,0,136000,24,0.0,6.02,Self-Employed
36,67449,753,2,20532,1,0,405000,24,0.3,6.0,Self-Employed
35,23627,661,3,11602,0,1,110000,36,0.49,4.66,Gig Worker
58,105322,615,4,52661,1,0,632000,12,0.5,6.0,Salaried
37,73512,628,3,30495,1,1,441000,24,0.41,6.0,Self-Employed
46,178433,531,1,28660,1,0,1071000,36,0.16,6.0,Government
43,78738,748,0,0,1,0,472000,12,0.0,5.99,Salaried
25,26483,746,1,3924,1,0,185000,18,0.15,6.99,Salaried
51,151831,826,2,48710,1,0,1063000,36,0.32,7.0,Government
44,26556,733,1,4297,0,0,89000,24,0.16,3.35,Gig Worker
48,101048,752,1,13831,1,0,808000,36,0.14,8.0,Salaried
70,71320,693,2,23037,1,0,285000,24,0.32,4.0,Self-Employed
25,20879,737,2,6199,1,0,167000,18,0.3,8.0,Salaried
62,86505,787,3,39008,1,0,519000,36,0.45,6.0,Self-Employed
38,78197,714,3,36080,1,0,469000,12,0.46,6.0,Salaried
45,26381,658,5,13190,0,1,109000,12,0.5,4.13,Gig Worker
41,65737,682,1,8912,1,0,460000,30,0.14,7.0,Salaried
36,69219,760,0,0,1,0,485000,30,0.0,7.01,Salaried
35,45614,660,0,0,1,0,274000,24,0.0,6.01,Salaried
45,84223,771,2,25150,1,0,505000,24,0.3,6.0,Salaried
25,21592,852,3,10081,1,0,173000,24,0.47,8.01,Salaried
51,168889,772,4,84444,1,0,1182000,36,0.5,7.0,Salaried
37,80674,759,3,37701,1,1,565000,30,0.47,7.0,Salaried
28,23417,727,3,9767,1,1,164000,24,0.42,7.0,Self-Employed
36,82454,637,3,35616,1,0,412000,18,0.43,5.0,Self-Employed
57,118401,630,3,51775,1,1,829000,18,0.44,7.0,Entrepreneur
35,56011,629,1,8913,1,0,336000,12,0.16,6.0,Salaried
46,101457,744,4,50728,1,0,710000,36,0.5,7.0,Self-Employed
33,54573,668,1,7712,1,0,327000,18,0.14,5.99,Self-Employed
51,147514,697,0,0,1,0,885000,24,0.0,6.0,Self-Employed
50,177024,733,5,88512,1,0,1239000,12,0.5,7.0,Self-Employed
64,72368,632,1,9789,1,0,362000,12,0.14,5.0,Self-Employed
39,71099,659,4,35550,1,0,427000,36,0.5,6.01,Salaried
50,146983,725,3,68481,1,0,1029000,24,0.47,7.0,Self-Employed
43,81412,676,5,40706,1,0,488000,18,0.5,5.99,Salaried
57,109320,684,3,47173,1,0,547000,18,0.43,5.0,Entrepreneur
33,61856,617,5,30928,1,0,309000,30,0.5,5.0,Self-Employed
50,152647,685,4,76324,1,0,916000,12,0.5,6.0,Entrepreneur
39,27819,832,3,13355,0,0,96000,30,0.48,3.45,Gig Worker
41,80260,664,1,12618,1,0,562000,24,0.16,7.0,Entrepreneur
43,65676,608,1,9148,1,0,328000,18,0.14,4.99,Salaried
45,65007,776,4,32504,1,0,390000,18,0.5,6.0,Salaried
40,80812,741,2,25548,1,0,566000,36,0.32,7.0,Salaried
44,76313,717,2,23620,1,1,611000,36,0.31,8.01,Salaried
60,70550,594,3,33437,1,1,282000,30,0.47,4.0,Self-Employed
53,29755,605,2,9544,0,0,91000,30,0.32,3.06,Gig Worker
52,171488,577,1,26308,1,0,1200000,30,0.15,7.0,Government
36,72268,734,2,19897,1,0,434000,24,0.28,6.01,Entrepreneur
31,51192,781,3,22979,1,0,410000,24,0.45,8.01,Salaried
53,117895,737,3,48571,1,0,825000,12,0.41,7.0,Government
52,112006,855,2,32980,1,0,784000,30,0.29,7.0,Salaried
59,108099,664,1,15914,1,0,540000,30,0.15,5.0,Self-Employed
34,55805,674,2,15288,1,0,391000,30,0.27,7.01,Salaried
39,84191,708,3,36740,1,0,505000,12,0.44,6.0,Self-Employed
25,12597,681,3,5228,0,0,54000,36,0.42,4.29,Gig Worker
37,69478,739,3,33193,1,0,486000,24,0.48,7.0,Salaried
53,113719,648,4,56860,1,0,569000,12,0.5,5.0,Salaried
36,67589,588,2,18542,1,1,406000,12,0.27,6.01,Self-Employed
49,175957,556,3,86388,1,1,1232000,30,0.49,7.0,Entrepreneur
39,66934,738,0,0,1,0,535000,18,0.0,7.99,Self-Employed
45,66608,657,2,20073,1,0,333000,12,0.3,5.0,Salaried
28,10411,606,2,2998,0,1,79000,18,0.29,7.59,Gig Worker
43,67120,650,3,27648,1,0,336000,36,0.41,5.01,Self-Employed
25,29339,856,1,4401,1,0,176000,12,0.15,6.0,Salaried
39,65143,611,1,10347,1,0,326000,24,0.16,5.0,Salaried
25,24944,758,1,3897,1,0,175000,24,0.16,7.02,Salaried
56,101688,733,4,50844,1,0,610000,24,0.5,6.0,Salaried
51,153146,807,2,42019,1,0,1072000,36,0.27,7.0,Government
47,116685,690,2,34326,1,0,583000,30,0.29,5.0,Salaried
60,13918,575,3,6007,0,1,83000,12,0.43,5.96,Retired
30,37152,779,0,0,1,0,260000,12,0.0,7.0,Salaried
62,71422,680,3,30420,1,0,286000,18,0.43,4.0,Self-Employed
53,116837,801,2,33516,1,0,701000,24,0.29,6.0,Salaried
39,74809,765,1,11902,1,0,449000,24,0.16,6.0,Salaried
55,149502,779,3,73051,1,0,1047000,30,0.49,7.0,Government
28,29957,889,2,8817,1,0,240000,18,0.29,8.01,Salaried
32,58550,722,2,18992,1,0,410000,30,0.32,7.0,Salaried
34,24879,815,1,3599,0,0,81000,18,0.14,3.26,Gig Worker
35,62686,667,1,9359,1,1,439000,12,0.15,7.0,Self-Employed
