age,income,credit_score,existing_loans,existing_loan_emi,employed,default,loan_amount,loan_tenure_months,emi_to_income_ratio,loan_to_income_ratio,employment_type,cibil_risk,dti_risk,age_risk,emp_risk,loan_income_risk,risk_score
40,82346,591,0,0,1,0,576000,18,0.0,6.99,Salaried,0.515,0.6476736372541877,0.2,0.2,0.5394144144144145,0.4573305714757091
41,27702,895,2,8619,0,0,87000,18,0.31,3.14,Gig Worker,0.008333333333333333,0.8093479010741301,0.2,0.8,0.10585585585585586,0.40071535364691097
42,27642,625,2,8015,0,0,108000,30,0.29,3.91,Gig Worker,0.4583333333333333,0.7003231797023853,0.2,0.8,0.19256756756756757,0.5214659300607315
29,33999,732,1,4648,1,0,238000,36,0.14,7.0,Salaried,0.28,0.5519334446655839,0.6,0.2,0.5405405405405406,0.4030644422474771
33,47959,684,0,0,1,0,240000,24,0.0,5.0,Entrepreneur,0.36,0.3475190614205189,0.2,0.4,0.3153153153153153,0.3421770626524271
26,21000,714,1,3071,1,0,126000,12,0.15,6.0,Salaried,0.31,1.0,0.6,0.2,0.42792792792792794,0.5071891891891891
53,174447,690,0,0,1,0,1221000,36,0.0,7.0,Entrepreneur,0.35,0.32403983890681853,0.4,0.4,0.5405405405405406,0.3870910408077858
25,11489,777,2,3753,0,0,52000,36,0.33,4.53,Gig Worker,0.205,0.7539740105672736,0.6,0.8,0.2623873873873874,0.5093516107499265
55,29028,775,3,13433,0,1,103000,24,0.46,3.55,Gig Worker,0.20833333333333334,1.0,0.7,0.8,0.152027027027027,0.565304054054054
58,109781,709,2,34064,1,0,878000,18,0.31,8.0,Salaried,0.31833333333333336,1.0,0.3,0.2,0.6531531531531533,0.513472972972973
38,76899,627,0,0,1,0,384000,36,0.0,4.99,Entrepreneur,0.455,0.2311834715377024,0.2,0.4,0.31418918918918926,0.341424246262804
25,21350,654,1,3287,1,0,128000,18,0.15,6.0,Salaried,0.41,0.8117182756527019,0.6,0.2,0.42792792792792794,0.49011875810236466
37,68849,573,2,19411,1,1,413000,18,0.28,6.0,Entrepreneur,0.545,1.0,0.2,0.4,0.42792792792792794,0.5776891891891892
41,79667,673,4,39834,1,0,398000,24,0.5,5.0,Salaried,0.37833333333333335,1.0,0.2,0.2,0.3153153153153153,0.47079729729729736
29,35052,558,4,17526,1,1,245000,24,0.5,6.99,Salaried,0.57,1.0,0.6,0.2,0.5394144144144145,0.6019121621621621
35,53823,717,1,7430,1,0,323000,18,0.14,6.0,Self-Employed,0.305,0.7857373379547915,0.2,0.5,0.42792792792792794,0.4721235236778871
60,73957,723,1,10601,1,0,444000,30,0.14,6.0,Self-Employed,0.295,0.5724272212231433,0.3,0.5,0.42792792792792794,0.42579599449497507
49,153558,780,1,22003,1,0,921000,12,0.14,6.0,Government,0.2,1.0,0.4,0.1,0.42792792792792794,0.43418918918918925
30,37120,602,1,5492,1,0,186000,18,0.15,5.01,Salaried,0.49666666666666665,0.7105483716475096,0.2,0.2,0.31644144144144143,0.4341033091280936
25,20266,607,4,10133,1,1,142000,36,0.5,7.01,Salaried,0.48833333333333334,1.0,0.6,0.2,0.5416666666666666,0.57775
38,76590,821,3,31484,1,0,536000,24,0.41,7.0,Salaried,0.13166666666666665,1.0,0.2,0.2,0.5405405405405406,0.43058108108108106
39,27226,590,1,4099,0,0,94000,18,0.15,3.45,Gig Worker,0.5166666666666667,0.5706078884290887,0.2,0.8,0.14076576576576577,0.4987668369721371
47,143310,864,2,40236,1,0,1146000,30,0.28,8.0,Salaried,0.06,0.9121950084897542,0.4,0.2,0.6531531531531533,0.4240217250954116
35,15282,626,4,7641,0,1,81000,30,0.5,5.3,Gig Worker,0.45666666666666667,1.0,0.2,0.8,0.3490990990990991,0.6193648648648649
48,170146,626,1,23548,1,0,1021000,36,0.14,6.0,Salaried,0.45666666666666667,0.5084761627377969,0.4,0.2,0.42792792792792794,0.40830822987363846
65,86277,767,2,25384,1,0,518000,30,0.29,6.0,Self-Employed,0.22166666666666668,0.8239095523076191,0.3,0.5,0.42792792792792794,0.46666657726609406
51,111077,743,3,52363,1,0,889000,24,0.47,8.0,Government,0.26166666666666666,1.0,0.4,0.1,0.6531531531531533,0.486472972972973
41,66693,831,0,0,1,0,467000,36,0.0,7.0,Self-Employed,0.115,0.32417750544090645,0.2,0.5,0.5405405405405406,0.31662545744130777
39,26180,548,3,12263,0,1,75000,36,0.47,2.86,Gig Worker,0.5866666666666667,0.9133138103726339,0.2,0.8,0.0743243243243243,0.5954771012418072
37,68276,742,1,10083,1,0,478000,36,0.15,7.0,Entrepreneur,0.2633333333333333,0.5702535243662433,0.2,0.4,0.5405405405405406,0.40264446217264194
56,108788,696,2,31635,1,0,544000,30,0.29,5.0,Self-Employed,0.34,0.7624666527762457,0.3,0.5,0.3153153153153153,0.4699139604913588
34,55289,613,1,8124,1,0,332000,24,0.15,6.0,Salaried,0.47833333333333333,0.6618957759329263,0.2,0.2,0.42792792792792794,0.4331631331724207
42,65391,850,2,18692,1,1,523000,18,0.29,8.0,Salaried,0.08333333333333333,1.0,0.2,0.2,0.6531531531531533,0.432972972972973
42,79887,718,1,11277,1,0,479000,24,0.14,6.0,Salaried,0.30333333333333334,0.651656576024746,0.2,0.2,0.42792792792792794,0.3781033331953757
35,51918,694,1,7761,1,0,363000,18,0.15,6.99,Salaried,0.3433333333333333,0.8965312822356624,0.2,0.2,0.5394144144144145,0.46804498272107775
25,31926,736,1,4567,1,0,192000,36,0.14,6.01,Salaried,0.2733333333333333,0.516837547940724,0.6,0.2,0.42905405405405406,0.37556749509328907
45,68439,561,1,9829,1,1,479000,24,0.14,7.0,Entrepreneur,0.565,0.7253986112531678,0.4,0.4,0.5405405405405406,0.5519307338943731
41,65578,600,1,10145,1,1,459000,12,0.15,7.0,Self-Employed,0.5,1.0,0.2,0.5,0.5405405405405406,0.6010810810810812
48,151229,673,2,49620,1,0,907000,18,0.33,6.0,Entrepreneur,0.37833333333333335,1.0,0.4,0.4,0.42792792792792794,0.5476891891891893
35,58643,725,1,8979,1,0,352000,12,0.15,6.0,Salaried,0.2916666666666667,1.0,0.2,0.2,0.42792792792792794,0.4616891891891892
56,136996,801,2,37622,1,0,1096000,36,0.27,8.0,Salaried,0.165,0.8280831124563788,0.3,0.2,0.6531531531531533,0.42449375108706766
31,17401,629,0,0,0,0,119000,24,0.0,6.84,Gig Worker,0.45166666666666666,0.47490884942755524,0.2,0.8,0.5225225225225225,0.5126055907352671
62,70412,610,3,28996,1,1,282000,18,0.41,4.0,Self-Employed,0.48333333333333334,1.0,0.3,0.5,0.20270270270270271,0.5554054054054055
25,21004,740,4,10502,1,0,168000,18,0.5,8.0,Salaried,0.26666666666666666,1.0,0.6,0.2,0.6531531531531533,0.527972972972973
47,107518,689,2,30948,1,0,753000,36,0.29,7.0,Salaried,0.3516666666666667,0.8039687411513525,0.4,0.2,0.5405405405405406,0.46757326636891927
47,112989,546,1,15566,1,0,565000,24,0.14,5.0,Self-Employed,0.59,0.5768653979099245,0.4,0.5,0.3153153153153153,0.5085136467747785
32,60912,626,2,18636,1,0,305000,24,0.31,5.01,Salaried,0.45666666666666667,0.8576398009514637,0.2,0.2,0.31644144144144143,0.45887616645408214
47,29492,685,5,14746,0,1,111000,24,0.5,3.76,Gig Worker,0.35833333333333334,1.0,0.4,0.8,0.17567567567567566,0.5838513513513515
57,123368,687,3,57164,1,0,617000,12,0.46,5.0,Salaried,0.355,1.0,0.3,0.2,0.3153153153153153,0.47379729729729736
25,25650,707,2,7337,1,0,180000,36,0.29,7.02,Salaried,0.32166666666666666,0.8016244314489929,0.6,0.2,0.5427927927927928,0.4783250267811671
48,160605,595,0,0,1,0,803000,24,0.0,5.0,Entrepreneur,0.5083333333333333,0.347211412402409,0.4,0.4,0.3153153153153153,0.40660015039789954
25,22202,689,2,6015,1,0,111000,36,0.27,5.0,Salaried,0.3516666666666667,0.6829965268394239,0.6,0.2,0.3153153153153153,0.4235464290071533
30,35826,775,1,5874,1,0,215000,24,0.16,6.0,Self-Employed,0.20833333333333334,0.6900171818108513,0.2,0.5,0.42792792792792794,0.419193484641902
61,73780,468,1,10516,1,0,295000,18,0.14,4.0,Self-Employed,0.72,0.6077728582472416,0.3,0.5,0.20270270270270271,0.5283486199672158
35,50671,677,3,23605,1,0,253000,24,0.47,4.99,Salaried,0.37166666666666665,1.0,0.2,0.2,0.31418918918918926,0.46862837837837845
27,27708,567,1,4328,1,1,194000,12,0.16,7.0,Salaried,0.555,1.0,0.6,0.2,0.5405405405405406,0.5975810810810811
39,26736,697,4,13368,0,1,92000,30,0.5,3.44,Gig Worker,0.3383333333333333,1.0,0.2,0.8,0.13963963963963963,0.552445945945946
66,99093,579,3,42923,1,0,396000,30,0.43,4.0,Self-Employed,0.535,0.9439449137005977,0.3,0.5,0.20270270270270271,0.556891633830555
25,33138,710,4,16569,1,0,265000,30,0.5,8.0,Salaried,0.31666666666666665,1.0,0.6,0.2,0.6531531531531533,0.5429729729729729
29,38455,830,3,17643,1,0,269000,18,0.46,7.0,Self-Employed,0.11666666666666667,1.0,0.6,0.5,0.5405405405405406,0.526081081081081
59,111121,621,0,0,1,0,556000,36,0.0,5.0,Salaried,0.465,0.23164605016820172,0.3,0.2,0.3153153153153153,0.3147088098393478
64,70191,633,2,22599,1,0,351000,12,0.32,5.0,Entrepreneur,0.445,1.0,0.3,0.4,0.3153153153153153,0.5407972972972974
40,68581,662,5,34290,1,0,480000,36,0.5,7.0,Salaried,0.39666666666666667,1.0,0.2,0.2,0.5405405405405406,0.5100810810810811
27,14372,725,2,3972,0,0,56000,24,0.28,3.9,Gig Worker,0.2916666666666667,0.7312057395553083,0.6,0.8,0.19144144144144143,0.5190176511050433
67,13394,618,3,5611,0,1,86000,24,0.42,6.42,Retired,0.47,1.0,0.7,0.6,0.47522522522522526,0.6522837837837837
61,71615,669,1,11698,1,0,286000,30,0.16,3.99,Self-Employed,0.385,0.4941081554919439,0.3,0.5,0.2015765765765766,0.3992635253594725
50,105367,646,1,16553,1,0,527000,18,0.16,5.0,Salaried,0.42333333333333334,0.7249388293263511,0.4,0.2,0.3153153153153153,0.4355320046288851
32,62402,662,0,0,1,0,374000,12,0.0,5.99,Salaried,0.39666666666666667,0.8324163399321248,0.2,0.2,0.42680180180180183,0.4511243552533015
41,65882,726,2,21279,1,0,527000,30,0.32,8.0,Self-Employed,0.29,0.982708141492028,0.2,0.5,0.6531531531531533,0.55065000834598
40,67895,744,2,19157,1,0,475000,36,0.28,7.0,Self-Employed,0.26,0.7941538268513746,0.2,0.5,0.5405405405405406,0.47761953779392474
45,79583,581,2,24293,1,1,477000,12,0.31,5.99,Self-Employed,0.5316666666666666,1.0,0.4,0.5,0.42680180180180183,0.6135202702702702
59,128156,726,2,39993,1,0,897000,18,0.31,7.0,Salaried,0.29,1.0,0.3,0.2,0.5405405405405406,0.48808108108108106
52,169587,900,4,84794,1,0,1187000,36,0.5,7.0,Salaried,0.0,1.0,0.4,0.2,0.5405405405405406,0.4110810810810811
29,33469,823,2,9856,1,0,201000,24,0.29,6.01,Salaried,0.12833333333333333,0.907855030027787,0.6,0.2,0.42905405405405406,0.4298218656150548
58,132288,648,2,35840,1,0,794000,18,0.27,6.0,Salaried,0.42,1.0,0.3,0.2,0.42792792792792794,0.5101891891891892
45,65016,710,2,19828,1,0,390000,24,0.3,6.0,Salaried,0.31666666666666665,0.9248492678725236,0.4,0.2,0.42792792792792794,0.4704015061573201
50,102812,697,1,14660,1,0,720000,18,0.14,7.0,Entrepreneur,0.3383333333333333,0.8860833365754971,0.4,0.4,0.5405405405405406,0.5241019152249554
59,20068,736,1,2980,0,1,115000,18,0.15,5.73,Gig Worker,0.2733333333333333,0.7780952170029308,0.7,0.8,0.39752252252252257,0.566152182629111
28,25528,666,3,12539,1,0,179000,24,0.49,7.01,Salaried,0.39,1.0,0.6,0.2,0.5416666666666666,0.5482499999999999
41,27710,678,1,4073,0,0,100000,18,0.15,3.61,Gig Worker,0.37,0.5791264017536122,0.2,0.8,0.15878378378378377,0.45959916800597067
35,55913,641,1,8957,1,0,335000,30,0.16,5.99,Salaried,0.43166666666666664,0.59985056148739,0.2,0.2,0.42680180180180183,0.40348291064211783
25,13402,787,0,0,0,0,48000,12,0.0,3.58,Gig Worker,0.18833333333333332,0.4974381933044819,0.6,0.8,0.1554054054054054,0.4241703591369313
46,171477,724,1,24119,1,0,1372000,18,0.14,8.0,Government,0.29333333333333333,0.9752641483719121,0.4,0.1,0.6531531531531533,0.489789010065951
70,94631,725,4,47316,1,0,473000,36,0.5,5.0,Self-Employed,0.2916666666666667,1.0,0.3,0.5,0.3153153153153153,0.5147972972972974
25,26193,797,3,12911,1,0,157000,18,0.49,5.99,Salaried,0.17166666666666666,1.0,0.6,0.2,0.42680180180180183,0.46552027027027026
41,68906,798,2,19026,1,0,413000,12,0.28,5.99,Self-Employed,0.17,1.0,0.2,0.5,0.42680180180180183,0.4850202702702703
49,28709,783,2,7766,0,0,99000,12,0.27,3.45,Gig Worker,0.195,0.9297897291209494,0.4,0.8,0.14076576576576577,0.5120622971451022
43,81650,796,0,0,1,0,572000,12,0.0,7.01,Salaried,0.17333333333333334,0.9729876845614751,0.2,0.2,0.5416666666666666,0.43649692114036875
40,84803,825,1,12551,1,0,509000,36,0.15,6.0,Salaried,0.125,0.5245468691926954,0.2,0.2,0.42792792792792794,0.29282590648736306
26,29678,622,0,0,1,0,208000,36,0.0,7.01,Salaried,0.4633333333333333,0.3244703022316069,0.6,0.2,0.5416666666666666,0.40136757555790176
44,80198,676,2,22099,1,0,481000,30,0.28,6.0,Salaried,0.37333333333333335,0.7924622670002855,0.2,0.2,0.42792792792792794,0.43430475593926066
32,57858,756,4,28929,1,0,405000,18,0.5,7.0,Salaried,0.24,1.0,0.2,0.2,0.5405405405405406,0.46308108108108115
25,30053,629,5,15026,1,1,210000,36,0.5,6.99,Self-Employed,0.45166666666666666,1.0,0.6,0.5,0.5394144144144145,0.6264121621621621
56,118076,670,3,52433,1,0,708000,18,0.44,6.0,Salaried,0.38333333333333336,1.0,0.3,0.2,0.42792792792792794,0.4991891891891892
53,29565,715,1,4221,0,0,135000,24,0.14,4.57,Gig Worker,0.30833333333333335,0.5550481988838154,0.4,0.8,0.26689189189189194,0.4712958335047377
42,27692,681,3,12298,0,1,121000,24,0.44,4.37,Gig Worker,0.365,1.0,0.2,0.8,0.2443693693693694,0.5761554054054054
44,78574,705,3,36938,1,0,550000,18,0.47,7.0,Salaried,0.325,1.0,0.2,0.2,0.5405405405405406,0.4885810810810811
54,168007,608,2,45453,1,0,1008000,24,0.27,6.0,Government,0.4866666666666667,0.8675531376668829,0.4,0.1,0.42792792792792794,0.4870774736059099
44,66454,696,2,20293,1,0,332000,30,0.31,5.0,Self-Employed,0.34,0.7865006035921256,0.2,0.5,0.3153153153153153,0.4659224481953288
52,111886,710,0,0,1,0,895000,24,0.0,8.0,Salaried,0.31666666666666665,0.5555009364690647,0.4,0.2,0.6531531531531533,0.41184820709023917
38,68599,829,2,21046,1,0,549000,24,0.31,8.0,Salaried,0.11833333333333333,1.0,0.2,0.2,0.6531531531531533,0.44347297297297295
57,105960,678,2,32663,1,0,530000,30,0.31,5.0,Salaried,0.37,0.7916456943920139,0.3,0.2,0.3153153153153153,0.4262087208953008
45,70239,647,2,19984,1,0,492000,36,0.28,7.0,Entrepreneur,0.4216666666666667,0.7984801099737246,0.4,0.4,0.5405405405405406,0.5272011085745123
44,80275,757,2,25113,1,1,562000,36,0.31,7.0,Government,0.23833333333333334,0.8455125321522082,0.2,0.1,0.5405405405405406,0.40395921411913316
26,22686,446,0,0,1,0,113000,18,0.0,4.98,Salaried,0.7566666666666667,0.46120792396028226,0.6,0.2,0.31306306306306314,0.48926144044953007
45,26755,674,4,13378,0,1,125000,12,0.5,4.67,Gig Worker,0.37666666666666665,1.0,0.4,0.8,0.27815315315315314,0.6047229729729731
32,47812,658,1,6740,1,0,287000,18,0.14,6.0,Salaried,0.4033333333333333,0.7907514307581237,0.2,0.2,0.42792792792792794,0.4428770468787201
34,56516,720,3,27352,1,0,339000,30,0.48,6.0,Salaried,0.3,1.0,0.2,0.2,0.42792792792792794,0.46418918918918917
32,60980,799,1,9584,1,0,488000,12,0.16,8.0,Salaried,0.16833333333333333,1.0,0.2,0.2,0.6531531531531533,0.45847297297297296
29,36084,824,2,9772,1,0,217000,24,0.27,6.01,Salaried,0.12666666666666668,0.8689754769734814,0.6,0.2,0.42905405405405406,0.4196019773514785
67,12560,719,3,5368,0,1,84000,36,0.43,6.69,Retired,0.3016666666666667,1.0,0.7,0.6,0.5056306306306307,0.6063445945945946
57,101958,575,0,0,1,0,510000,36,0.0,5.0,Salaried,0.5416666666666666,0.23157683664951362,0.3,0.2,0.3153153153153153,0.3376915064596757
65,12130,658,4,6065,0,1,82000,30,0.5,6.76,Retired,0.4033333333333333,1.0,0.7,0.6,0.5135135135135135,0.638027027027027
27,13053,667,5,6526,0,1,64000,30,0.5,4.9,Gig Worker,0.3883333333333333,1.0,0.6,0.8,0.3040540540540541,0.6321081081081081
42,69174,729,3,29557,1,0,484000,12,0.43,7.0,Self-Employed,0.285,1.0,0.2,0.5,0.5405405405405406,0.5365810810810812
26,24416,704,2,6684,1,0,171000,24,0.27,7.0,Salaried,0.32666666666666666,0.9426195937090434,0.6,0.2,0.5405405405405406,0.5147359795083419
33,50848,644,3,22694,1,0,305000,18,0.45,6.0,Salaried,0.4266666666666667,1.0,0.2,0.2,0.42792792792792794,0.5021891891891892
30,35896,599,1,5635,1,0,215000,30,0.16,5.99,Salaried,0.5016666666666667,0.5943868707129238,0.2,0.2,0.42680180180180183,0.4231169879485013
56,132720,630,4,66360,1,0,796000,18,0.5,6.0,Government,0.45,1.0,0.3,0.1,0.42792792792792794,0.4991891891891892
37,27501,627,1,4268,0,0,78000,30,0.16,2.84,Gig Worker,0.455,0.4162272887046532,0.2,0.8,0.07207207207207204,0.43136763298697417
54,101932,829,1,14009,1,0,612000,12,0.14,6.0,Self-Employed,0.11833333333333333,1.0,0.4,0.5,0.42792792792792794,0.48968918918918924
49,163211,638,3,80077,1,0,979000,12,0.49,6.0,Government,0.43666666666666665,1.0,0.4,0.1,0.42792792792792794,0.5051891891891892
69,70677,704,2,22639,1,0,353000,18,0.32,4.99,Self-Employed,0.32666666666666666,0.9963191965116213,0.3,0.5,0.31418918918918926,0.5242081775062838
25,24127,777,3,11520,1,0,145000,24,0.48,6.01,Self-Employed,0.205,1.0,0.6,0.5,0.42905405405405406,0.5358581081081082
57,105235,715,3,50415,1,0,737000,12,0.48,7.0,Entrepreneur,0.30833333333333335,1.0,0.3,0.4,0.5405405405405406,0.5335810810810812
55,105610,613,5,52805,1,0,739000,36,0.5,7.0,Government,0.47833333333333333,1.0,0.3,0.1,0.5405405405405406,0.524581081081081
30,35095,778,4,17548,1,0,211000,12,0.5,6.01,Salaried,0.20333333333333334,1.0,0.2,0.2,0.42905405405405406,0.43535810810810815
54,161175,728,2,45454,1,1,1289000,24,0.28,8.0,Self-Employed,0.2866666666666667,1.0,0.4,0.5,0.6531531531531533,0.573972972972973
46,170364,525,2,52303,1,0,852000,30,0.31,5.0,Government,0.625,0.7895153905754737,0.4,0.1,0.3153153153153153,0.4921761449411658
39,67130,799,0,0,1,0,403000,12,0.0,6.0,Entrepreneur,0.16833333333333333,0.8337885032358443,0.2,0.4,0.42792792792792794,0.4231363149981503
32,49066,769,3,23152,1,0,343000,30,0.47,6.99,Salaried,0.21833333333333332,1.0,0.2,0.2,0.5394144144144145,0.4564121621621622
33,51538,727,0,0,1,0,309000,36,0.0,6.0,Salaried,0.28833333333333333,0.2775729666567495,0.2,0.2,0.42792792792792794,0.2800824308533766
66,12366,830,3,5829,0,1,105000,24,0.47,8.49,Retired,0.11666666666666667,1.0,0.7,0.6,0.7083333333333334,0.5812499999999999
42,26714,768,1,4024,0,0,100000,30,0.15,3.74,Gig Worker,0.22,0.4590185753620657,0.2,0.8,0.17342342342342346,0.38676815735403003
51,114807,790,3,47204,1,0,918000,36,0.41,8.0,Self-Employed,0.18333333333333332,1.0,0.4,0.5,0.6531531531531533,0.542972972972973
32,49921,782,2,14590,1,0,300000,18,0.29,6.01,Self-Employed,0.19666666666666666,1.0,0.2,0.5,0.42905405405405406,0.4933581081081081
32,52797,760,1,8586,1,0,317000,30,0.16,6.0,Salaried,0.23333333333333334,0.6046008506375572,0.2,0.2,0.42792792792792794,0.3453394018485785
54,111346,556,3,50952,1,1,557000,30,0.46,5.0,Self-Employed,0.5733333333333334,1.0,0.4,0.5,0.3153153153153153,0.6092972972972974
25,27254,566,2,8239,1,1,191000,36,0.3,7.01,Self-Employed,0.5566666666666666,0.8282915997379929,0.6,0.5,0.5416666666666666,0.6153228999344982
37,67354,768,2,19272,1,0,539000,36,0.29,8.0,Self-Employed,0.22,0.8473691793167992,0.2,0.5,0.6531531531531533,0.4958152678021728
42,69980,798,3,30662,1,0,490000,12,0.44,7.0,Self-Employed,0.17,1.0,0.2,0.5,0.5405405405405406,0.5020810810810811
43,67710,643,1,10960,1,0,406000,24,0.16,6.0,Salaried,0.42833333333333334,0.6861779812599486,0.2,0.2,0.42792792792792794,0.4242336845041763
39,26381,610,3,12267,0,1,119000,30,0.46,4.51,Gig Worker,0.48333333333333334,1.0,0.2,0.8,0.26013513513513514,0.6140202702702704
46,29617,721,3,14094,0,1,131000,30,0.48,4.42,Gig Worker,0.29833333333333334,1.0,0.4,0.8,0.25,0.5770000000000001
50,29357,583,2,8727,0,0,94000,24,0.3,3.2,Gig Worker,0.5283333333333333,0.7178110085423504,0.4,0.8,0.11261261261261263,0.5548446440274796
50,29404,686,2,9051,0,0,127000,30,0.31,4.32,Gig Worker,0.3566666666666667,0.7529776749950876,0.4,0.8,0.23873873873873877,0.5310552295595827
30,37208,671,2,10601,1,0,186000,36,0.28,5.0,Self-Employed,0.38166666666666665,0.706284789412074,0.2,0.5,0.3153153153153153,0.4583684946503158
38,65668,682,2,20510,1,0,460000,12,0.31,7.0,Salaried,0.36333333333333334,1.0,0.2,0.2,0.5405405405405406,0.5000810810810811
56,137436,850,1,20317,1,0,825000,36,0.15,6.0,Self-Employed,0.08333333333333333,0.5242884768991467,0.3,0.5,0.42792792792792794,0.35026130841397585
52,103604,649,1,15362,1,1,725000,12,0.15,7.0,Self-Employed,0.41833333333333333,1.0,0.4,0.5,0.5405405405405406,0.5965810810810811
25,23581,704,3,10928,1,1,189000,18,0.46,8.01,Self-Employed,0.32666666666666666,1.0,0.6,0.5,0.6542792792792793,0.6061418918918919
46,28401,595,5,14200,0,1,90000,24,0.5,3.17,Gig Worker,0.5083333333333333,1.0,0.4,0.8,0.10923423423423421,0.6188851351351352
25,20282,775,5,10141,1,0,162000,12,0.5,7.99,Salaried,0.20833333333333334,1.0,0.6,0.2,0.6520270270270271,0.510304054054054
42,67268,685,1,10746,1,0,404000,18,0.16,6.01,Salaried,0.35833333333333334,0.8223435720908516,0.2,0.2,0.42905405405405406,0.43744400113082105
64,74271,794,0,0,1,0,371000,36,0.0,5.0,Self-Employed,0.17666666666666667,0.23126019477219809,0.3,0.5,0.3153153153153153,0.28811234599034685
30,36045,503,2,10364,1,0,180000,24,0.29,4.99,Salaried,0.6616666666666666,0.826004531372821,0.2,0.2,0.31418918918918926,0.5121295112215837
31,59206,695,4,29603,1,0,355000,18,0.5,6.0,Entrepreneur,0.3416666666666667,1.0,0.2,0.4,0.42792792792792794,0.5166891891891892
51,114598,710,0,0,1,0,802000,18,0.0,7.0,Government,0.31666666666666665,0.6479978643541707,0.4,0.1,0.5405405405405406,0.3980805471696238
25,34365,772,4,17182,1,1,275000,18,0.5,8.0,Self-Employed,0.21333333333333335,1.0,0.6,0.5,0.6531531531531533,0.571972972972973
34,55560,648,0,0,1,0,333000,30,0.0,5.99,Salaried,0.42,0.33297336213102957,0.2,0.2,0.42680180180180183,0.3332636108030277
49,110249,762,2,31759,1,0,772000,18,0.29,7.0,Self-Employed,0.23,1.0,0.4,0.5,0.5405405405405406,0.5400810810810811
34,16885,657,1,2534,0,0,71000,24,0.15,4.2,Gig Worker,0.405,0.5421314118382523,0.2,0.8,0.22522522522522526,0.4708166367433469
39,73899,707,3,30303,1,0,517000,30,0.41,7.0,Entrepreneur,0.32166666666666666,1.0,0.2,0.4,0.5405405405405406,0.527581081081081
50,29052,773,1,4350,0,0,111000,12,0.15,3.82,Gig Worker,0.21166666666666667,0.7802101978062325,0.4,0.8,0.18243243243243243,0.4859174143164231
47,28755,625,2,9363,0,0,89000,36,0.33,3.1,Gig Worker,0.4583333333333333,0.6859805380062727,0.4,0.8,0.10135135135135136,0.5241978372042708
45,66622,759,1,9205,1,0,400000,24,0.14,6.0,Salaried,0.235,0.647225307622774,0.4,0.2,0.42792792792792794,0.37649551609488274
37,27137,726,1,4286,0,0,89000,36,0.16,3.28,Gig Worker,0.29,0.415068124837075,0.2,0.8,0.12162162162162159,0.389010274452512
46,29206,673,2,8604,0,1,127000,12,0.29,4.35,Gig Worker,0.37833333333333335,1.0,0.4,0.8,0.2421171171171171,0.5998175675675677
40,82746,646,3,38391,1,0,496000,36,0.46,5.99,Government,0.42333333333333334,1.0,0.2,0.1,0.42680180180180183,0.4810202702702703
47,105275,531,5,52638,1,0,632000,12,0.5,6.0,Government,0.615,1.0,0.4,0.1,0.42792792792792794,0.5586891891891892
36,26808,693,1,3747,0,0,103000,24,0.14,3.84,Gig Worker,0.345,0.4997678968135549,0.2,0.8,0.18468468468468466,0.4361446769060915
39,81314,673,3,34106,1,0,488000,30,0.42,6.0,Salaried,0.37833333333333335,1.0,0.2,0.2,0.42792792792792794,0.48768918918918924
30,12982,751,2,3560,0,1,88000,12,0.27,6.78,Gig Worker,0.24833333333333332,1.0,0.2,0.8,0.5157657657657658,0.581864864864865
41,72762,743,3,30684,1,0,582000,24,0.42,8.0,Salaried,0.26166666666666666,1.0,0.2,0.2,0.6531531531531533,0.486472972972973
32,57533,785,1,8913,1,0,460000,24,0.15,8.0,Salaried,0.19166666666666668,0.8134365398022778,0.2,0.2,0.6531531531531533,0.4188321079235424
28,28831,788,5,14416,1,0,202000,36,0.5,7.01,Self-Employed,0.18666666666666668,1.0,0.6,0.5,0.5416666666666666,0.54725
45,65523,900,3,31338,1,0,459000,24,0.48,7.01,Self-Employed,0.0,1.0,0.4,0.5,0.5416666666666666,0.47125000000000006
44,27635,741,3,12896,0,0,137000,30,0.47,4.96,Gig Worker,0.265,1.0,0.2,0.8,0.3108108108108108,0.5561216216216217
51,176450,631,0,0,1,0,1235000,30,0.0,7.0,Government,0.4483333333333333,0.3888416611567646,0.4,0.1,0.5405405405405406,0.3727914963702722
36,70020,766,3,29054,1,1,560000,24,0.41,8.0,Salaried,0.22333333333333333,1.0,0.2,0.2,0.6531531531531533,0.47497297297297303
46,145693,828,1,20933,1,0,874000,12,0.14,6.0,Government,0.12,1.0,0.4,0.1,0.42792792792792794,0.41018918918918923
48,117145,737,3,50710,1,0,703000,24,0.43,6.0,Government,0.27166666666666667,1.0,0.4,0.1,0.42792792792792794,0.4556891891891892
47,172945,530,2,49289,1,1,865000,12,0.28,5.0,Salaried,0.6166666666666667,1.0,0.4,0.2,0.3153153153153153,0.5622972972972974
32,62607,744,4,31304,1,0,438000,36,0.5,7.0,Salaried,0.26,1.0,0.2,0.2,0.5405405405405406,0.46908108108108115
43,66682,649,4,33341,1,0,333000,36,0.5,4.99,Self-Employed,0.41833333333333333,1.0,0.2,0.5,0.31418918918918926,0.5426283783783784
46,150603,594,3,65832,1,1,904000,24,0.44,6.0,Self-Employed,0.51,1.0,0.4,0.5,0.42792792792792794,0.6071891891891893
